App,Category,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Hopeless Land: Fight for Survival,GAME,44.0,Free,0.0,Teen,Action,2018-07-12,4.1
J - Style Pro,HEALTH_AND_FITNESS,2.6,Free,0.0,Everyone,Health & Fitness,2016-01-20,4.3
Redwood CU v3.1.0,FINANCE,15.0,Free,0.0,Everyone,Finance,2018-05-24,4.0
Let's Learn Alif Ba Ta,FAMILY,60.0,Free,0.0,Everyone,Education,2017-11-29,3.0
Kids Videos,PARENTING,6.4,Free,0.0,Everyone,Parenting,2018-05-20,4.1
Download Instant DP (Full HD),TOOLS,4.4,Free,0.0,Everyone,Tools,2018-08-04,4.1
Lottery Results: Florida,FAMILY,3.2,Free,0.0,Teen,Entertainment,2018-01-22,4.0
U + professional baseball,SPORTS,18.0,Free,0.0,Everyone,Sports,2018-07-30,4.4
Power BI Ultimate Orientation,FAMILY,8.1,Free,0.0,Everyone,Education,2017-02-06,4.0
Cameringo+ Filters Camera,PHOTOGRAPHY,5.7,Paid,2.99,Everyone,Photography,2018-06-11,4.0
EO Hotels,TRAVEL_AND_LOCAL,11.0,Free,0.0,Everyone,Travel & Local,2017-06-04,3.0
App Seguridad AV Villas,FINANCE,5.7,Free,0.0,Everyone,Finance,2017-10-12,4.0
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,84.0,Free,0.0,Teen,Educational,2018-06-13,3.0
Create My App,BUSINESS,11.0,Free,0.0,Everyone,Business,2018-04-24,4.1
EP Lab Digest,MEDICAL,12.0,Free,0.0,Everyone,Medical,2018-07-12,4.1
Google News,NEWS_AND_MAGAZINES,13.0,Free,0.0,Teen,News & Magazines,2018-08-01,4.4
du View,FAMILY,22.0,Free,0.0,Teen,Entertainment,2018-03-26,4.3
WebCams,WEATHER,23.0,Free,0.0,Everyone,Weather,2018-07-17,4.2
AJ Academy: Amazing Animals,FAMILY,35.0,Free,0.0,Everyone,Educational;Education,2018-05-25,4.1
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,29.0,Free,0.0,Everyone,Maps & Navigation,2018-07-28,3.0
Learn English for beginners,EDUCATION,2.5,Free,0.0,Everyone,Education,2017-09-28,2.3
EZ-SEE,VIDEO_PLAYERS,10.0,Free,0.0,Everyone,Video Players & Editors,2018-07-18,5.0
My Day - Countdown Calendar 🗓️,LIFESTYLE,13.0,Free,0.0,Everyone,Lifestyle,2018-05-07,4.1
FlipaClip - Cartoon animation,ART_AND_DESIGN,39.0,Free,0.0,Everyone,Art & Design,2018-08-03,3.0
DF Wall Plus – Droid Firewall,TOOLS,6.3,Free,0.0,Everyone,Tools,2017-08-20,3.0
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,24.0,Free,0.0,Everyone,Events,2018-07-17,5.0
RandoChat - Chat roulette,DATING,12.0,Free,0.0,Mature 17+,Dating,2018-06-26,3.0
DS-Students,FAMILY,8.4,Free,0.0,Everyone,Education,2018-07-03,4.1
Florida Lottery Results,NEWS_AND_MAGAZINES,2.2,Free,0.0,Everyone,News & Magazines,2015-12-18,2.3
Fayr - Co-Parenting Simplified,PRODUCTIVITY,21.0,Free,0.0,Everyone,Productivity,2018-07-20,5.0
Company Kitchen Inventory,BUSINESS,2.3,Free,0.0,Everyone,Business,2015-07-16,4.0
Bu Nedir ?,GAME,33.0,Free,0.0,Everyone,Trivia,2018-04-15,3.0
Girls Craft: Exploration,FAMILY,57.0,Free,0.0,Everyone 10+,Simulation,2018-08-03,4.2
PIP-Camera FN Photo Effect,PHOTOGRAPHY,9.0,Free,0.0,Everyone,Photography,2016-12-04,2.3
Breastfeeding Tracker Baby Log,MEDICAL,23.0,Free,0.0,Everyone,Medical,2018-07-20,5.0
CP evolution calculator Pokemo,FAMILY,0.77,Free,0.0,Everyone,Educational,2017-02-26,4.1
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,44.0,Free,0.0,Teen,Video Players & Editors,2018-07-31,3.0
Text SMS,COMMUNICATION,8.2,Free,0.0,Everyone,Communication,2018-07-24,3.0
Itau bank,FINANCE,40.0,Free,0.0,Everyone,Finance,2018-07-30,4.2
EO SouthAsia,BUSINESS,19.0,Free,0.0,Teen,Business,2018-04-25,4.1
BT Satmeter,TOOLS,2.4,Free,0.0,Everyone,Tools,2018-04-12,4.3
Advanced EX for KIA,TOOLS,0.16,Paid,4.99,Everyone,Tools,2015-03-14,1.6
Forgotten Hill: Surgery,GAME,24.0,Free,0.0,Teen,Adventure,2017-11-03,3.0
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,7.6,Free,0.0,Everyone,Travel & Local,2017-08-29,3.0
BibApp TU BS,FAMILY,3.5,Free,0.0,Everyone,Education,2014-12-15,4.0
BC Hospital Wait Times,MEDICAL,1.2,Free,0.0,Everyone,Medical,2016-01-19,4.1
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,47.0,Free,0.0,Mature 17+,Photography,2018-08-03,4.1
China Town Auto Theft 2,GAME,67.0,Free,0.0,Everyone 10+,Action,2018-05-23,3.0
Speedometer with G-FORCE meter,TOOLS,2.7,Free,0.0,Everyone,Tools,2017-06-01,2.3
Batmobile™ R/C Controller,FAMILY,30.0,Free,0.0,Everyone,Entertainment,2018-02-02,4.4
Real Football,SPORTS,33.0,Free,0.0,Everyone,Sports,2018-06-01,3.0
DW Contacts Wear,TOOLS,2.2,Free,0.0,Everyone,Tools,2015-03-09,4.0
HD Themes Toyota Cruiser 200,PERSONALIZATION,15.0,Free,0.0,Teen,Personalization,2016-10-01,2.3
signály.cz,SOCIAL,0.86,Free,0.0,Everyone,Social,2013-05-09,2.2
Kpop Music Quiz (K-pop Game),FAMILY,59.0,Free,0.0,Everyone,Casual,2017-05-08,4.1
Bank of Brazil,FINANCE,39.0,Free,0.0,Everyone,Finance,2018-08-03,4.1
Ditto CP Calculator GO,TOOLS,12.0,Free,0.0,Everyone,Tools,2018-02-25,3.0
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,7.5,Free,0.0,Everyone,Lifestyle,2018-04-26,4.0
go41cx,FAMILY,1.0,Paid,10.0,Everyone,Education,2016-10-18,2.2
The Maze Runner,GAME,22.0,Free,0.0,Everyone,Action,2015-09-14,2.3
Adult Color By Number Book: Number Coloring Pages,FAMILY,37.0,Free,0.0,Everyone,Entertainment,2018-07-23,4.4
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,5.7,Free,0.0,Everyone,Personalization,2018-04-13,4.1
AQ Dentals,HEALTH_AND_FITNESS,12.0,Free,0.0,Everyone,Health & Fitness,2017-12-22,4.1
Learn R Programming Free EBook,FAMILY,5.7,Free,0.0,Everyone,Education,2018-03-23,4.0
Q Mobile Banking,FINANCE,12.0,Free,0.0,Everyone,Finance,2018-06-26,5.0
OWLIE BOO,FAMILY,22.0,Free,0.0,Everyone,Puzzle;Education,2018-03-15,4.0
FL Drone 2,PHOTOGRAPHY,7.8,Free,0.0,Everyone,Photography,2017-08-17,2.2
G-Playlists,TOOLS,3.4,Paid,1.49,Everyone,Tools,2018-05-19,3.0
ChefTap Recipes & Grocery List,FOOD_AND_DRINK,15.0,Free,0.0,Everyone,Food & Drink,2018-04-25,5.1
My Little Pony: Harmony Quest,FAMILY,26.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,4.1
Solar System AR ( ARCore ),FAMILY,37.0,Free,0.0,Everyone,Entertainment,2018-07-23,7.0
Five Nights at Freddy's 2 Demo,FAMILY,40.0,Free,0.0,Teen,Strategy,2014-11-15,2.3
DEER HUNTER CLASSIC,GAME,77.0,Free,0.0,Teen,Action,2018-07-16,3.0
FL Racing Manager 2015 Pro,SPORTS,22.0,Paid,0.99,Everyone,Sports,2016-03-12,3.0
"G Theme 2 for LG V30, LG G6",PERSONALIZATION,15.0,Paid,1.49,Everyone,Personalization,2017-12-13,7.0
Candy Smash,FAMILY,15.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-17,3.0
HD Themes Toyota Cruiser70,PERSONALIZATION,15.0,Free,0.0,Teen,Personalization,2016-10-03,2.3
AK-47 sounds,FAMILY,3.8,Free,0.0,Everyone,Entertainment,2018-06-18,4.0
King of Math,FAMILY,14.0,Paid,2.99,Everyone,Education;Education,2018-05-22,2.2
Culver's,LIFESTYLE,4.9,Free,0.0,Everyone,Lifestyle,2018-04-11,4.3
Sweet Baby Girl - Dream House and Play Time,FAMILY,58.0,Free,0.0,Everyone,Educational;Education,2018-07-13,4.4
Manga-FR - Anime Vostfr,COMICS,13.0,Free,0.0,Everyone,Comics,2017-05-15,4.0
Frequencies,TOOLS,3.1,Paid,0.99,Everyone,Tools,2018-02-04,3.0
KIM KARDASHIAN: HOLLYWOOD,GAME,34.0,Free,0.0,Teen,Adventure,2018-07-16,4.0
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,5.4,Free,0.0,Everyone,Maps & Navigation,2018-07-31,4.0
Lock Screen,TOOLS,4.6,Free,0.0,Everyone,Tools,2017-11-15,3.2
I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,40.0,Paid,399.99,Everyone,Lifestyle,2017-12-01,4.1
FIFA 16 Soccer,SPORTS,30.0,Free,0.0,Everyone,Sports,2017-01-25,4.4
Furrion ES Control,VIDEO_PLAYERS,2.7,Free,0.0,Everyone,Video Players & Editors,2016-09-29,4.2
"SweetRing - Meet, Match, Date",DATING,63.0,Free,0.0,Mature 17+,Dating,2018-07-26,3.0
HD Widgets,PERSONALIZATION,26.0,Paid,0.99,Everyone,Personalization,2016-12-07,4.4
Dr. Driving,GAME,9.9,Free,0.0,Everyone,Racing,2018-03-02,3.0
Dr.Slender Ep 1 Guide (Eng),GAME,27.0,Free,0.0,Teen,Arcade,2014-12-02,2.3
Farming Simulator 16,FAMILY,14.0,Paid,2.99,Everyone,Simulation;Education,2018-04-10,3.0
Wifi Test,LIBRARIES_AND_DEMO,3.1,Free,0.0,Everyone,Libraries & Demo,2018-07-03,4.0
CP Clicker,LIFESTYLE,5.0,Free,0.0,Everyone,Lifestyle,2018-03-22,4.1
Arabic Chat - Chat,PARENTING,1.5,Free,0.0,Everyone,Parenting,2018-05-01,4.1
CW Deposit,BUSINESS,0.49,Free,0.0,Everyone,Business,2014-02-06,2.1
Deck Shop for Clash Royale,FAMILY,13.0,Free,0.0,Everyone,Entertainment,2018-08-06,4.4
Super AR,FAMILY,28.0,Free,0.0,Teen,Entertainment,2017-12-18,4.0
AU Spark,FAMILY,8.2,Free,0.0,Everyone,Education,2018-08-01,4.4
BK Photography,PHOTOGRAPHY,4.8,Free,0.0,Everyone,Photography,2017-01-06,2.3
Become a Job - Find a job or advertise,BUSINESS,14.0,Free,0.0,Everyone,Business,2018-07-10,4.1
9th stage,FOOD_AND_DRINK,16.0,Free,0.0,Everyone,Food & Drink,2018-03-28,3.0
InstaCam - Camera for Selfie,PHOTOGRAPHY,10.0,Free,0.0,Everyone,Photography,2017-03-03,2.3
10 Minutes a Day Times Tables,FAMILY,48.0,Free,0.0,Everyone,Education,2014-07-03,2.2
AJ Styles HD Wallpapers,ART_AND_DESIGN,25.0,Free,0.0,Everyone,Art & Design,2018-08-04,4.1
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.4,Free,0.0,Everyone,Parenting,2018-03-21,4.4
Guns - Shot Sounds,FAMILY,10.0,Free,0.0,Everyone,Entertainment,2018-07-25,4.0
Weaphones™ Gun Sim Free Vol 1,FAMILY,39.0,Free,0.0,Everyone,Simulation,2018-01-17,4.0
Preferences Manager and SQLite DB Viewer,TOOLS,3.0,Free,0.0,Everyone,Tools,2017-07-18,4.0
Super Ear,MEDICAL,6.6,Free,0.0,Everyone,Medical,2018-05-01,4.0
ES Material Theme for Pro,PRODUCTIVITY,1.2,Free,0.0,Everyone,Productivity,2015-12-03,2.2
CB NFC Pendant,HEALTH_AND_FITNESS,0.89,Free,0.0,Everyone,Health & Fitness,2017-10-04,4.1
Can Knockdown,FAMILY,38.0,Free,0.0,Everyone,Casual,2018-07-11,4.1
Wii U Simulator,FAMILY,38.0,Free,0.0,Everyone 10+,Simulation,2018-04-08,5.0
Táxi Nacional BR,MAPS_AND_NAVIGATION,9.1,Free,0.0,Everyone,Maps & Navigation,2018-08-02,3.0
PMHNP-BC Pocket Prep,MEDICAL,13.0,Free,0.0,Everyone,Medical,2018-07-12,4.4
Automatic Call Recorder,TOOLS,7.1,Free,0.0,Everyone,Tools,2018-08-02,2.3
FD VR - Virtual Reality Camera,FAMILY,7.4,Free,0.0,Everyone,Entertainment,2016-11-30,4.4
Color Changer Pro [root],PERSONALIZATION,0.93,Paid,0.99,Everyone,Personalization,2017-01-12,4.4
Room Painting Ideas,HOUSE_AND_HOME,7.6,Free,0.0,Everyone,House & Home,2015-03-17,3.0
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,27.0,Paid,4.99,Everyone,Education,2018-03-28,4.1
Lesbian Chat & Dating - SPICY,SOCIAL,11.0,Free,0.0,Mature 17+,Social,2018-07-31,4.1
EMT PASS,MEDICAL,2.4,Paid,29.99,Everyone,Medical,2014-10-22,4.0
Pino chess,FAMILY,25.0,Free,0.0,Everyone,Casual;Brain Games,2017-01-26,4.0
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,24.0,Free,0.0,Everyone,Maps & Navigation,2018-07-09,4.0
