App,Category,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
English to Hindi Dictionary,BOOKS_AND_REFERENCE,11.0,Free,0.0,Everyone,Books & Reference,2017-06-11,3.0
BAMMS for BM 1Park,PRODUCTIVITY,10.0,Free,0.0,Everyone,Productivity,2018-07-19,4.1
AlReader -any text book reader,BOOKS_AND_REFERENCE,5.9,Free,0.0,Everyone,Books & Reference,2018-05-27,2.3
FC Barcelona Official App,SPORTS,56.0,Free,0.0,Everyone,Sports,2018-07-26,4.1
Free Sports TV,SPORTS,9.8,Free,0.0,Everyone,Sports,2018-06-21,3.0
Exército Brasileiro,PRODUCTIVITY,16.0,Free,0.0,Everyone,Productivity,2018-02-01,4.1
SketchBook - draw and paint,ENTERTAINMENT,77.0,Free,0.0,Everyone,Entertainment,2018-05-04,3.0
SkyTest BU/GU Lite,BUSINESS,20.0,Paid,17.99,Everyone,Business,2017-10-24,3.0
Stats Royale for Clash Royale,BOOKS_AND_REFERENCE,16.0,Free,0.0,Everyone,Books & Reference,2018-08-06,4.2
Offroad G-Class 2018,FAMILY,28.0,Free,0.0,Everyone,Simulation,2018-06-29,4.1
Dinosaur War,FAMILY,27.0,Free,0.0,Everyone,Simulation,2016-08-04,2.3
D.W Bien Être,HEALTH_AND_FITNESS,40.0,Free,0.0,Everyone,Health & Fitness,2016-04-06,2.3
BMH-BJ Congregation,LIFESTYLE,5.1,Free,0.0,Everyone,Lifestyle,2018-06-29,3.0
CR Calculator,TOOLS,2.8,Free,0.0,Everyone,Tools,2018-01-27,4.0
DB BAHN,TRAVEL_AND_LOCAL,8.0,Free,0.0,Everyone,Travel & Local,2017-12-19,4.0
Q-See QT View,TOOLS,19.0,Free,0.0,Everyone,Tools,2018-07-12,5.0
AJ Rafael Music Lyrics,FAMILY,8.4,Free,0.0,Everyone 10+,Entertainment,2018-01-03,3.0
Just Dance Now,GAME,56.0,Free,0.0,Everyone,Music,2018-06-12,4.4
BT Communicator,SOCIAL,1.6,Free,0.0,Teen,Social,2016-12-16,1.6
Survival Prison Escape v2: Free Action Game,FAMILY,52.0,Free,0.0,Mature 17+,Strategy,2018-02-21,2.3
G-NetWiFi Pro,TOOLS,1.5,Paid,5.99,Everyone,Tools,2018-06-18,4.0
"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,9.1,Free,0.0,Everyone,Photography,2018-08-06,4.2
"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,91.0,Free,0.0,Everyone,Video Players & Editors,2018-07-05,5.0
"Reading Race 1b: sh, ch words",FAMILY,76.0,Paid,3.99,Everyone,Educational;Education,2016-01-08,4.0
My BF App,COMMUNICATION,9.9,Free,0.0,Everyone,Communication,2017-12-19,4.0
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,5.5,Free,0.0,Everyone,Libraries & Demo,2018-08-03,4.2
Discovery K!ds Play! Español,FAMILY,35.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-05-03,3.0
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,33.0,Free,0.0,Everyone,Simulation,2018-07-18,4.1
Zombie Frontier,GAME,20.0,Free,0.0,Teen,Action,2018-05-30,4.2
Runner 3d like,GAME,32.0,Free,0.0,Everyone 10+,Action,2018-08-03,4.0
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,37.0,Free,0.0,Everyone,Casual,2018-08-07,4.4
RT News (Russia Today),NEWS_AND_MAGAZINES,14.0,Free,0.0,Teen,News & Magazines,2018-08-06,3.0
FaceApp,PHOTOGRAPHY,7.1,Free,0.0,Everyone,Photography,2018-02-10,4.4
Dual N-Back - Brain game,FAMILY,28.0,Free,0.0,Everyone,Educational,2018-05-25,4.1
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,25.0,Free,0.0,Everyone,Tools,2018-07-05,4.1
Flashlight,TOOLS,4.9,Free,0.0,Everyone,Tools,2018-07-06,4.0
Them Bombs: co-op board game play with 2-4 friends,GAME,52.0,Free,0.0,Teen,Board,2018-07-12,4.1
EF Smart English for Phone,FAMILY,13.0,Free,0.0,Everyone,Education,2018-06-29,4.4
CI Dictionary,FAMILY,3.2,Free,0.0,Everyone,Education,2015-09-01,3.0
Mobile FC,SPORTS,57.0,Free,0.0,Everyone,Sports,2018-05-25,3.0
Alzashop.com,SHOPPING,18.0,Free,0.0,Everyone,Shopping,2018-08-03,3.8298220146427666
DRAGON QUEST V,FAMILY,17.0,Paid,14.99,Teen,Role Playing,2018-08-01,2.3
Forest Crossing AH,MEDICAL,29.0,Free,0.0,Everyone,Medical,2018-04-12,3.0
"Alizay, pirate girl",FAMILY,11.0,Paid,2.99,Everyone,Casual;Action & Adventure,2017-03-23,2.3
Save.ca,SHOPPING,34.0,Free,0.0,Everyone,Shopping,2018-07-02,4.1
"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,5.1,Free,0.0,Everyone,Tools,2018-05-15,4.1
AJ Wallpapers,PERSONALIZATION,3.9,Free,0.0,Everyone,Personalization,2018-05-06,3.0
McDonald's - McDonald's Japan,FOOD_AND_DRINK,64.0,Free,0.0,Everyone,Food & Drink,2018-08-03,3.0
Grenade Practice for CS:GO,FAMILY,17.0,Free,0.0,Everyone,Entertainment,2016-06-13,4.0
OrthoFlow,MEDICAL,66.0,Paid,5.99,Everyone,Medical,2018-07-15,4.2
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,6.9,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.1
Bike Unchained,SPORTS,23.0,Free,0.0,Everyone,Sports,2018-07-31,4.0
AK-47 Sounds,FAMILY,2.9,Free,0.0,Everyone 10+,Entertainment,2016-09-14,2.3
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,3.7,Free,0.0,Everyone,Lifestyle,2017-09-05,4.0
Weather –Simple weather forecast,WEATHER,15.0,Free,0.0,Everyone,Weather,2018-08-05,5.0
CA Service Management,BUSINESS,8.3,Free,0.0,Everyone,Business,2018-03-20,5.0
CB SMART LIFE,TOOLS,9.0,Free,0.0,Everyone,Tools,2018-07-03,4.1
Stack Jump,GAME,40.0,Free,0.0,Teen,Arcade,2018-05-03,4.1
K-Rain BL,TOOLS,33.0,Free,0.0,Everyone,Tools,2018-05-28,4.0
Cute Images for Whatsapp,FAMILY,8.1,Free,0.0,Teen,Entertainment,2015-12-23,2.3
News :DW Bangali,NEWS_AND_MAGAZINES,6.3,Free,0.0,Everyone,News & Magazines,2018-07-02,4.1
AT&T DriveMode,MAPS_AND_NAVIGATION,8.9,Free,0.0,Everyone,Maps & Navigation,2018-05-03,4.1
PHONE for Google Voice & GTalk,COMMUNICATION,13.0,Free,0.0,Everyone,Communication,2018-04-18,4.0
Bu Hangi Dizi ?,GAME,19.0,Free,0.0,Everyone,Trivia,2018-05-04,3.0
Harris J Lyrics,FAMILY,7.1,Free,0.0,Everyone,Entertainment,2018-03-12,3.0
FC Barcelona Official Keyboard,SPORTS,20.0,Free,0.0,Everyone,Sports,2018-05-17,4.1
DC Metro Transit,TRAVEL_AND_LOCAL,10.0,Paid,2.99,Everyone,Travel & Local,2018-05-13,4.1
DU Launcher - Boost Your Phone,PERSONALIZATION,4.8,Free,0.0,Everyone,Personalization,2016-02-07,4.0
Bloons TD 5,FAMILY,94.0,Paid,2.99,Everyone,Strategy,2018-07-13,2.3
RST - Sale of cars on the PCT,AUTO_AND_VEHICLES,1.1,Free,0.0,Everyone,Auto & Vehicles,2018-04-27,3.0
Universal AC Remote Control Simulator,FAMILY,3.9,Free,0.0,Everyone,Entertainment,2017-12-22,4.0
World at War: WW2 Strategy MMO,FAMILY,78.0,Free,0.0,Everyone 10+,Strategy,2018-05-25,4.1
REDCap Mobile App,MEDICAL,11.0,Free,0.0,Everyone,Medical,2018-07-31,4.3
SonicCloud: Hearing App,MEDICAL,39.0,Free,0.0,Everyone,Medical,2018-07-19,4.1
CE SmartApp.com,BUSINESS,42.0,Free,0.0,Everyone,Business,2018-03-16,4.2
Hactar Go,FAMILY,3.5,Paid,2.99,Everyone,Board;Brain Games,2018-03-30,4.0
Firefighters First CU,FINANCE,12.0,Free,0.0,Everyone,Finance,2018-05-01,5.0
OST),FAMILY,10.0,Free,0.0,Everyone,Entertainment,2018-07-06,4.1
Shadow Fight 2,GAME,88.0,Free,0.0,Everyone 10+,Action,2018-07-02,3.0
Traffic Info and Traffic Alert,MAPS_AND_NAVIGATION,2.9,Free,0.0,Everyone,Maps & Navigation,2018-01-28,4.0
Z-Empire: Dead Strike,FAMILY,19.0,Free,0.0,Teen,Strategy,2018-06-08,3.0
AV-IPTV,VIDEO_PLAYERS,44.0,Free,0.0,Everyone,Video Players & Editors,2018-04-27,4.1
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,5.7,Free,0.0,Everyone,News & Magazines,2017-04-08,4.1
uCiC- Videos and Photos on demand,SOCIAL,7.0,Free,0.0,Teen,Social,2017-09-27,4.4
Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,77.0,Free,0.0,Teen,Educational,2018-05-15,4.0
I AM C.T.,HEALTH_AND_FITNESS,20.0,Free,0.0,Mature 17+,Health & Fitness,2017-04-27,3.0
Grubhub: Food Delivery,FOOD_AND_DRINK,35.0,Free,0.0,Everyone,Food & Drink,2018-08-02,5.0
Siren Ringtones,PERSONALIZATION,11.0,Free,0.0,Teen,Personalization,2018-07-08,3.8298220146427666
Wolf of the BF:Commando MOBILE,GAME,27.0,Paid,0.99,Everyone 10+,Arcade,2017-03-23,4.0
DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,18.0,Free,0.0,Everyone,Travel & Local,2018-08-01,3.0
POCKET ATLAS CARDIAC MRI AND CT,MEDICAL,4.8,Free,0.0,Everyone,Medical,2018-07-18,4.0
stranger chat - anonymous chat,DATING,6.1,Free,0.0,Mature 17+,Dating,2018-07-07,4.1
Millionaire Quiz Free: Be Rich,FAMILY,6.8,Free,0.0,Everyone,Casual,2018-01-01,4.0
"X Launcher Pro: PhoneX Theme, OS11 Control Center",ART_AND_DESIGN,3.5,Paid,1.99,Everyone,Art & Design,2018-07-30,4.1
Dr.Android Repair Master 2017,PRODUCTIVITY,4.3,Free,0.0,Everyone,Productivity,2018-06-10,4.0
Wifi Action Camera,PHOTOGRAPHY,26.0,Free,0.0,Everyone,Photography,2018-07-24,4.0
Call Recorder,LIBRARIES_AND_DEMO,6.9,Free,0.0,Everyone,Libraries & Demo,2018-05-25,4.0
Android TV Remote Service,TOOLS,3.7,Free,0.0,Everyone,Tools,2018-01-17,7.0
Cut the Rope FULL FREE,GAME,49.0,Free,0.0,Everyone,Puzzle,2018-07-05,4.1
DM TrackMan,MAPS_AND_NAVIGATION,7.8,Free,0.0,Everyone,Maps & Navigation,2018-06-26,4.4
Portable Wi-Fi hotspot,COMMUNICATION,2.1,Free,0.0,Everyone,Communication,2018-05-06,2.3
Good house to buy a house,HOUSE_AND_HOME,15.0,Free,0.0,Everyone,House & Home,2018-07-25,3.0
Q Call,TOOLS,16.0,Free,0.0,Everyone,Tools,2018-07-16,4.0
Phonto - Text on Photos,PHOTOGRAPHY,17.0,Free,0.0,Everyone,Photography,2017-10-26,3.0
Club,MEDICAL,28.0,Free,0.0,Everyone,Medical,2018-07-16,3.0
Rope'n'Fly 4,GAME,59.0,Free,0.0,Everyone,Action,2018-01-29,2.3
Essential Anatomy 3,MEDICAL,42.0,Paid,11.99,Mature 17+,Medical,2014-08-07,3.0
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,8.8,Free,0.0,Everyone,Shopping,2018-07-13,4.1
FP Live,COMMUNICATION,3.3,Free,0.0,Teen,Communication,2017-11-03,4.2
Sin City Hero : Crime Simulator of Vegas,GAME,78.0,Free,0.0,Teen,Action,2017-09-08,3.0
Freeme Launcher—Stylish Theme,PERSONALIZATION,7.4,Free,0.0,Everyone,Personalization,2017-01-22,4.1
Block Craft 3D: Building Simulator Games For Free,GAME,57.0,Free,0.0,Everyone,Simulation,2018-03-05,3.0
Content Transfer,PRODUCTIVITY,7.2,Free,0.0,Everyone,Productivity,2018-06-28,3.0
FOX 5 DC,NEWS_AND_MAGAZINES,12.0,Free,0.0,Everyone,News & Magazines,2018-03-29,4.0
Ba ba black sheep offline Video,PARENTING,17.0,Free,0.0,Everyone,Parenting,2017-07-02,3.0
DM Me - Chat,SOCIAL,30.0,Free,0.0,Mature 17+,Social,2018-07-09,3.0
DW Espanol,NEWS_AND_MAGAZINES,5.8,Free,0.0,Everyone,News & Magazines,2018-06-05,4.2
ONEC DZ,FAMILY,3.1,Free,0.0,Everyone,Education,2018-06-13,3.0
Wedding Countdown Widget,LIFESTYLE,19.0,Free,0.0,Everyone,Lifestyle,2018-01-11,4.1
hellofood - Food Delivery,FOOD_AND_DRINK,25.0,Free,0.0,Everyone,Food & Drink,2016-10-12,3.0
Sic Bo,GAME,11.0,Paid,1.99,Teen,Card,2013-08-27,2.2
Fr Agnel Pune,FAMILY,13.0,Free,0.0,Everyone,Education,2018-06-13,3.0
RT 516 VET,MEDICAL,29.0,Free,0.0,Everyone,Medical,2018-07-13,3.0
Dr. Panda Art Class,FAMILY,58.0,Paid,2.99,Everyone,Education;Creativity,2017-04-26,4.0
The Maner,PRODUCTIVITY,2.2,Free,0.0,Everyone,Productivity,2017-11-12,2.3
v-view,FAMILY,19.0,Free,0.0,Everyone,Entertainment,2017-06-22,4.2
CBS News,NEWS_AND_MAGAZINES,23.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-29,4.1
DW Spectrum™ IP VMS,BUSINESS,2.4,Free,0.0,Everyone,Business,2016-04-14,2.2
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,15.0,Free,0.0,Mature 17+,Dating,2018-04-29,4.1
Offroad Car G,FAMILY,37.0,Free,0.0,Everyone,Simulation,2016-07-12,2.3
Crossy Road,GAME,60.0,Free,0.0,Everyone,Action,2018-08-01,5.0
DC Universe Quiz,GAME,23.0,Free,0.0,Everyone,Trivia,2018-05-22,3.0
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,15.0,Free,0.0,Everyone,Lifestyle,2018-07-26,3.0
Tamago Tap Clicker Egg,FAMILY,16.0,Free,0.0,Everyone,Casual,2016-10-19,2.3
SK Bosnia Online EU Teplice,SPORTS,10.0,Free,0.0,Everyone,Sports,2017-08-21,4.0
Ariana News AF,NEWS_AND_MAGAZINES,3.1,Free,0.0,Everyone,News & Magazines,2017-07-10,4.0
Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,60.0,Free,0.0,Everyone,Casual,2018-04-30,4.4
The Grand Way,GAME,92.0,Free,0.0,Teen,Action,2018-07-03,4.1
Lily & Leo - Crazy Circus Day,FAMILY,43.0,Free,0.0,Everyone,Casual;Pretend Play,2018-06-05,4.1
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,16.0,Free,0.0,Everyone,Maps & Navigation,2018-08-05,4.1
"Memory Helper - To do list, Notepad, Notes, Memo",PRODUCTIVITY,4.0,Free,0.0,Everyone,Productivity,2018-07-21,4.1
4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,24.0,Free,0.0,Everyone,Video Players & Editors,2017-05-01,2.3
Guess the song of J Balvin,GAME,8.9,Free,0.0,Everyone,Trivia,2017-12-24,4.1
Ivanti AE Agent,BUSINESS,2.9,Free,0.0,Everyone,Business,2018-05-10,3.0
ZERO Lock Screen,TOOLS,0.53,Free,0.0,Everyone,Tools,2016-02-05,4.0
Lead'er,FINANCE,5.8,Free,0.0,Everyone,Finance,2018-03-20,4.0
BV Teknisk App,BUSINESS,2.0,Free,0.0,Everyone,Business,2016-01-15,4.0
DG UPnP Player Free,VIDEO_PLAYERS,12.0,Free,0.0,Everyone,Video Players & Editors,2016-03-18,3.0
BS-Mobile,COMMUNICATION,0.67,Free,0.0,Everyone,Communication,2015-09-03,2.3
Baby Care & Tracker,PARENTING,11.0,Free,0.0,Everyone,Parenting,2018-07-12,3.0
"ooVoo Video Calls, Messaging & Stories",SOCIAL,34.0,Free,0.0,Everyone,Social,2017-10-16,4.3
Video Downloader for Facebook,TOOLS,3.1,Free,0.0,Teen,Tools,2018-07-01,4.0
Sun Rise Free Live Wallpaper,PERSONALIZATION,8.6,Free,0.0,Everyone,Personalization,2018-01-31,4.0
Ray Financial Calculator Pro,FINANCE,2.4,Paid,2.99,Everyone,Finance,2017-07-03,3.2
ES File Explorer & File Manager 2018,TOOLS,2.9,Free,0.0,Everyone,Tools,2018-03-17,4.2
Launcher,PERSONALIZATION,18.0,Free,0.0,Everyone,Personalization,2018-07-10,5.0
File Commander - File Manager/Explorer,BUSINESS,12.0,Free,0.0,Everyone,Business,2018-08-02,4.1
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,6.3,Free,0.0,Everyone,News & Magazines,2018-07-19,4.1
FREE CHATS C.L.,COMMUNICATION,3.4,Paid,0.99,Mature 17+,Communication,2018-02-12,3.0
FC Porto,SPORTS,21.0,Free,0.0,Everyone,Sports,2018-06-19,3.0
GirlTalk.dk,SOCIAL,5.3,Free,0.0,Teen,Social,2017-09-22,4.1
Be My Princess,FAMILY,8.8,Free,0.0,Teen,Entertainment,2017-09-19,2.2
パーリーゲイツ公式通販｜EJ STYLE（イージェイスタイル）,SHOPPING,9.3,Free,0.0,Everyone,Shopping,2017-11-16,3.0
"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,5.7,Free,0.0,Everyone,Business,2018-01-11,4.1
Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,2.1,Free,0.0,Everyone,Communication,2018-04-05,5.0
BQ Services,TOOLS,2.5,Free,0.0,Everyone,Tools,2018-07-09,3.8298220146427666
DK Murali,SOCIAL,7.1,Free,0.0,Teen,Social,2017-02-25,4.1
Patron DB,TOOLS,4.1,Free,0.0,Everyone,Tools,2017-06-01,4.4
Angry Shark 2016,FAMILY,46.0,Free,0.0,Teen,Simulation,2017-11-01,4.0
Bomb and Nade Timer for CS:GO,PRODUCTIVITY,6.0,Free,0.0,Everyone,Productivity,2016-04-21,4.0
iFORA BM,MEDICAL,10.0,Free,0.0,Everyone,Medical,2018-04-09,4.3
Robbery Bob,GAME,44.0,Free,0.0,Everyone 10+,Action,2018-07-29,4.1
