App,Category,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
BD Radio TV Free List,FAMILY,13.0,Free,0.0,Everyone,Entertainment,2018-08-01,4.2
G-SHOCK Connected,LIFESTYLE,94.0,Free,0.0,Everyone,Lifestyle,2018-07-02,5.0
Please Don't Touch Anything 3D,FAMILY,20.0,Paid,5.99,Teen,Puzzle,2016-12-07,4.4
BA VPN - Free Unlimited VPN,FAMILY,9.2,Free,0.0,Everyone,Entertainment,2018-06-14,5.0
Car Driving Theory Test BC,FAMILY,2.2,Paid,1.49,Everyone,Education,2012-04-09,2.1
EC-HRV test,SPORTS,4.3,Free,0.0,Everyone,Sports,2018-07-26,4.4
ePN Cashback AliExpress,SHOPPING,6.9,Free,0.0,Everyone,Shopping,2018-08-03,4.1
Cacique CF,SPORTS,3.5,Free,0.0,Everyone,Sports,2016-10-10,3.0
Governor of Poker 2 - OFFLINE POKER GAME,GAME,60.0,Free,0.0,Teen,Card,2018-03-06,2.3
Gold Quote - Gold.fr,FINANCE,1.5,Free,0.0,Everyone,Finance,2016-05-19,2.2
Flim Af Somali Hindi Fanproj,FAMILY,3.5,Free,0.0,Everyone,Entertainment,2018-06-22,4.0
DV Portfolio,TOOLS,16.0,Free,0.0,Everyone,Tools,2017-10-23,4.1
Real Racing 3,FAMILY,71.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-07-02,4.1
"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,32.0,Free,0.0,Everyone,Health & Fitness,2018-07-30,4.4
HANGAME Casino - Baccarat & Texas Hold'em,GAME,46.0,Free,0.0,Teen,Casino,2018-05-17,4.1
Ghosts'n Goblins MOBILE,GAME,28.0,Paid,0.99,Everyone,Arcade,2017-03-28,4.1
Info BMKG,WEATHER,7.6,Free,0.0,Everyone,Weather,2017-06-15,4.4
HondaLink EV,TOOLS,41.0,Free,0.0,Everyone,Tools,2018-06-20,2.3
FR Tides,WEATHER,0.57,Free,0.0,Everyone,Weather,2014-02-16,2.1
SMS Park,AUTO_AND_VEHICLES,7.9,Free,0.0,Everyone,Auto & Vehicles,2018-05-16,4.1
"iPair-Meet, Chat, Dating",DATING,77.0,Free,0.0,Mature 17+,Dating,2018-08-02,4.1
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,9.1,Free,0.0,Everyone,House & Home,2018-07-12,3.0
Google Assistant,PRODUCTIVITY,1.3,Free,0.0,Everyone,Productivity,2018-03-09,5.0
Strange Hero: Future Battle,GAME,73.0,Free,0.0,Teen,Action,2018-05-24,4.0
EU Whoiswho,BUSINESS,2.7,Free,0.0,Everyone,Business,2016-12-01,4.0
foody Cyprus - online ordering,SHOPPING,1.8,Free,0.0,Everyone,Shopping,2018-02-27,3.0
DB for Hustle Castle,FAMILY,49.0,Free,0.0,Everyone,Role Playing,2018-07-04,4.1
Paramedic Protocol Provider,MEDICAL,20.0,Paid,10.0,Everyone 10+,Medical,2017-09-21,4.1
AT&T Smart Wi-Fi,TOOLS,6.1,Free,0.0,Everyone,Tools,2018-04-26,4.1
Grim Tales: The Wishes CE,GAME,20.0,Free,0.0,Everyone 10+,Adventure,2015-08-26,2.3
ricardo.ch,SHOPPING,27.0,Free,0.0,Everyone,Shopping,2018-07-21,4.1
Disney Princess Palace Pets,FAMILY,19.0,Free,0.0,Everyone,Entertainment;Pretend Play,2018-02-10,4.2
Zombie Catchers,GAME,75.0,Free,0.0,Everyone,Action,2018-05-24,4.1
BD All Results,FAMILY,7.3,Free,0.0,Everyone,Education,2017-11-29,3.0
FH Wallet,FINANCE,9.9,Free,0.0,Everyone,Finance,2018-07-26,4.1
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,22.0,Free,0.0,Everyone,Photography,2018-08-03,3.0
GRE Tutor,EDUCATION,2.3,Free,0.0,Everyone,Education,2013-12-02,2.1
News Republic,NEWS_AND_MAGAZINES,18.0,Free,0.0,Teen,News & Magazines,2018-07-28,4.0
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,67.0,Free,0.0,Everyone,Health & Fitness,2018-07-11,5.0
My EZ-Link Mobile,LIFESTYLE,11.0,Free,0.0,Everyone,Lifestyle,2017-01-27,4.0
Hangman,FAMILY,12.0,Free,0.0,Everyone,Puzzle,2018-03-24,4.0
MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,53.0,Free,0.0,Everyone,Photography,2018-08-03,3.0
senior easy phone,PERSONALIZATION,2.1,Free,0.0,Teen,Personalization,2015-03-27,2.3
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,27.0,Free,0.0,Everyone,Entertainment,2018-07-31,4.0
CamScanner (License),PRODUCTIVITY,0.05,Paid,1.99,Everyone,Productivity,2014-01-17,2.0
Hay Day,FAMILY,94.0,Free,0.0,Everyone,Casual,2018-06-28,3.0
Results for FL Lottery,NEWS_AND_MAGAZINES,7.1,Free,0.0,Everyone,News & Magazines,2017-02-28,4.1
DX Glow - Clock Widget,PERSONALIZATION,3.4,Paid,0.99,Everyone,Personalization,2015-03-20,3.0
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,49.0,Free,0.0,Everyone,Tools,2018-07-24,4.1
Easy Makeup Tutorials,LIFESTYLE,5.0,Free,0.0,Everyone,Lifestyle,2016-11-03,2.3
BH - Fitness & Nutrition,HEALTH_AND_FITNESS,43.0,Free,0.0,Everyone,Health & Fitness,2018-07-04,4.1
Emergency Brain CT,MEDICAL,19.0,Paid,0.99,Everyone,Medical,2018-04-17,4.1
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,3.0,Free,0.0,Everyone,News & Magazines,2016-07-16,2.3
NBC Sports,SPORTS,25.0,Free,0.0,Everyone,Sports,2018-06-22,4.1
BD Internet Package Activator,NEWS_AND_MAGAZINES,2.3,Free,0.0,Everyone,News & Magazines,2018-03-09,3.0
Klix.ba,NEWS_AND_MAGAZINES,5.7,Free,0.0,Everyone,News & Magazines,2017-02-25,4.0
GoPro (formerly Capture),PHOTOGRAPHY,47.0,Free,0.0,Everyone,Photography,2018-05-24,5.0
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,1.4,Free,0.0,Everyone,Libraries & Demo,2017-04-27,1.6
EO Global,BUSINESS,8.9,Free,0.0,Everyone,Business,2016-10-20,4.1
Jumia online shopping,SHOPPING,8.1,Free,0.0,Teen,Shopping,2018-07-10,4.4
ZOMBIE RIPPER,GAME,94.0,Free,0.0,Mature 17+,Action,2017-11-14,4.0
Quadratic Equation Solver with Steps and Graphs,FAMILY,9.8,Free,0.0,Everyone,Education,2017-12-14,4.0
Natural recipes for your beauty,BEAUTY,9.8,Free,0.0,Everyone,Beauty,2018-05-15,4.1
Lego Ninjago Wallpaper,MEDICAL,15.0,Free,0.0,Everyone,Medical,2018-08-02,3.0
NSE Mobile Trading,FINANCE,1.4,Free,0.0,Everyone,Finance,2017-08-03,2.1
dt.se,NEWS_AND_MAGAZINES,12.0,Free,0.0,Everyone,News & Magazines,2018-06-29,4.1
PTA Content Master,MEDICAL,41.0,Paid,29.99,Everyone,Medical,2015-12-22,2.2
Cooking in the Kitchen,FAMILY,87.0,Free,0.0,Everyone,Casual;Pretend Play,2018-08-02,4.1
Free E B Garamond Cool Font,PERSONALIZATION,6.1,Free,0.0,Everyone,Personalization,2018-04-20,3.0
Renesas PMA,MEDICAL,6.6,Free,0.0,Everyone,Medical,2018-07-18,4.4
FIFA Soccer,SPORTS,51.0,Free,0.0,Everyone,Sports,2018-07-31,4.1
New York Mysteries (Full),GAME,5.9,Paid,6.99,Teen,Adventure,2018-06-04,4.0
Font Studio- Photo Texts Image,PHOTOGRAPHY,24.0,Free,0.0,Everyone,Photography,2017-06-23,4.0
Decay: The Mare - Ep.1 (Trial),GAME,7.2,Free,0.0,Teen,Adventure,2014-05-24,2.2
ER Blood Draw Doctor & Surgeon,FAMILY,58.0,Free,0.0,Teen,Educational,2018-06-13,3.0
ConnectLine,MEDICAL,4.2,Free,0.0,Everyone,Medical,2016-09-12,2.3
Ceasa CE,TOOLS,4.0,Free,0.0,Everyone,Tools,2018-06-13,4.0
CB Hair Png - New Hair Png For CB Editing,PHOTOGRAPHY,7.2,Free,0.0,Everyone,Photography,2018-07-29,4.0
A-Y Collection,SHOPPING,2.9,Free,0.0,Teen,Shopping,2018-02-16,4.1
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,51.0,Free,0.0,Everyone,Health & Fitness,2018-07-25,4.4
BV Smart,BUSINESS,3.4,Free,0.0,Everyone,Business,2015-05-01,4.0
GEM™,TOOLS,33.0,Free,0.0,Everyone,Tools,2018-07-23,5.0
el,FAMILY,47.0,Free,0.0,Everyone,Casual,2014-12-18,4.2
Plants vs. Zombies™ Heroes,FAMILY,68.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-26,4.1
Resume Builder and CV maker app,PRODUCTIVITY,15.0,Free,0.0,Everyone,Productivity,2018-08-02,3.0
my face,FINANCE,9.7,Free,0.0,Everyone,Finance,2018-07-10,5.0
AC remote control mobile,TOOLS,7.7,Free,0.0,Everyone,Tools,2017-06-02,3.0
BF games,FAMILY,29.0,Free,0.0,Everyone,Puzzle,2017-11-01,3.0
Barista Coffee Dictionary A-Z,LIFESTYLE,5.5,Free,0.0,Everyone,Lifestyle,2016-06-03,4.1
The Great Wobo Escape Ep.1,FAMILY,20.0,Paid,1.99,Everyone 10+,Action;Action & Adventure,2016-05-03,4.1
Love Sticker,SOCIAL,10.0,Free,0.0,Everyone,Social,2018-06-12,4.0
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,6.7,Free,0.0,Everyone,Entertainment,2014-03-11,4.3
Pixxy KWGT,PERSONALIZATION,78.0,Paid,0.99,Everyone,Personalization,2018-07-29,5.0
ab,FAMILY,22.0,Free,0.0,Everyone,Casual,2016-10-27,4.0
Woody's Bar-B-Q,FOOD_AND_DRINK,27.0,Free,0.0,Everyone,Food & Drink,2018-03-05,4.1
My Wild Pet: Online Animal Sim,FAMILY,67.0,Free,0.0,Everyone,Casual;Pretend Play,2017-03-17,3.0
DV Lottery Photo,VIDEO_PLAYERS,4.0,Free,0.0,Everyone,Video Players & Editors,2016-12-16,3.0
Z Origins - (Z The Game),FAMILY,37.0,Paid,2.99,Teen,Strategy,2014-11-05,2.2
Best DP and Status,SOCIAL,5.6,Free,0.0,Teen,Social,2017-11-29,4.1
Cytus II,GAME,81.0,Paid,1.99,Everyone 10+,Music,2018-08-03,4.4
AE Sudoku,FAMILY,12.0,Free,0.0,Everyone,Puzzle,2015-07-29,2.2
Favorite children's songs,PARENTING,95.0,Free,0.0,Everyone,Parenting,2018-07-06,4.2
NY mobilbank DK - Danske Bank,FINANCE,30.0,Free,0.0,Everyone,Finance,2018-06-26,4.3
Happify,HEALTH_AND_FITNESS,37.0,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.4
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,13.0,Free,0.0,Everyone,Food & Drink,2018-08-02,5.0
Adventure Xpress,FAMILY,30.0,Free,0.0,Everyone 10+,Puzzle,2015-10-12,2.3
BI News,NEWS_AND_MAGAZINES,25.0,Free,0.0,Everyone,News & Magazines,2018-06-10,4.1
VitusVet: Pet Health Care App,MEDICAL,12.0,Free,0.0,Everyone,Medical,2018-07-31,4.1
My Talking Angela,GAME,99.0,Free,0.0,Everyone,Casual,2018-07-03,4.1
DM Collection,SHOPPING,1.2,Free,0.0,Everyone,Shopping,2015-06-25,2.2
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,14.0,Free,0.0,Mature 17+,Dating,2018-07-17,4.1
AH Lake Villa,MEDICAL,27.0,Free,0.0,Everyone,Medical,2017-04-22,3.0
CR Family,FAMILY,5.2,Free,0.0,Everyone,Education,2017-02-08,4.1
BEBONCOOL GAMEPAD V1.0,GAME,2.2,Free,0.0,Everyone,Arcade,2017-08-30,4.0
Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,7.3,Free,0.0,Everyone,Tools,2018-07-31,4.3
Wayfair - Shop All Things Home,SHOPPING,47.0,Free,0.0,Everyone,Shopping,2018-08-03,4.1
Recipes for hair and face tried,HEALTH_AND_FITNESS,6.5,Free,0.0,Everyone,Health & Fitness,2016-10-16,2.3
CF Calculator,LIFESTYLE,4.7,Free,0.0,Everyone,Lifestyle,2015-03-10,4.0
Wifi BT Scanner,FAMILY,1.2,Free,0.0,Everyone,Education,2016-11-03,3.0
City Builder 2016: County Mall,FAMILY,74.0,Free,0.0,Everyone,Simulation,2018-06-04,4.0
BW-Joseki,GAME,1.8,Free,0.0,Everyone,Board,2015-07-28,3.0
High School Simulator 2017,FAMILY,80.0,Free,0.0,Mature 17+,Simulation,2018-06-25,4.0
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,19.0,Free,0.0,Everyone,Productivity,2018-07-10,4.4
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,16.0,Paid,1.49,Everyone,Auto & Vehicles,2018-07-27,4.0
BakaReader EX,BOOKS_AND_REFERENCE,2.3,Free,0.0,Everyone,Books & Reference,2018-07-23,4.0
Baby Panda Musical Genius,PARENTING,37.0,Free,0.0,Everyone,Parenting;Music & Video,2018-06-15,3.0
Frequencies Free,TOOLS,3.1,Free,0.0,Everyone,Tools,2018-02-04,3.0
Dragon B.Z Wallpapers,PERSONALIZATION,3.8,Free,0.0,Everyone,Personalization,2018-05-06,3.0
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.5,Free,0.0,Mature 17+,Dating,2018-07-06,3.0
Little Magnet BT Pro,TOOLS,3.8,Paid,0.99,Everyone,Tools,2018-08-05,4.2
Screen Lock - with Fingerprint Simulator,TOOLS,2.8,Free,0.0,Everyone,Tools,2018-06-19,2.3
AP Government Review,FAMILY,1.5,Paid,2.99,Everyone,Education,2017-03-14,3.0
L.A. Crime Stories Mad City Crime,GAME,99.0,Free,0.0,Mature 17+,Racing,2017-03-30,2.3
BN Bank Mobilbank,FINANCE,2.4,Free,0.0,Everyone,Finance,2018-02-13,4.0
EB-Chat – For my Events,EVENTS,21.0,Free,0.0,Teen,Events,2017-11-16,3.0
FJ WiFi HDD,TOOLS,2.4,Free,0.0,Everyone,Tools,2017-10-31,2.1
AMBW Dating App: Asian Men Black Women Interracial,DATING,17.0,Paid,7.99,Mature 17+,Dating,2017-01-21,4.0
CX North America,BUSINESS,55.0,Free,0.0,Everyone,Business,2018-03-14,4.0
Whoowasit? - Best kids game!,FAMILY,26.0,Paid,2.99,Everyone,Board;Action & Adventure,2018-07-24,4.1
Dr. D.K. Olukoya Sermons,LIFESTYLE,3.0,Free,0.0,Everyone,Lifestyle,2017-09-26,4.0
Learn English with El Chavo.,FAMILY,7.0,Free,0.0,Everyone,Education,2015-10-01,2.3
PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,14.0,Free,0.0,Everyone,Entertainment,2018-06-04,3.0
BP Fitness Lead Scanner,EVENTS,6.7,Paid,109.99,Everyone,Events,2017-08-23,4.1
Florida Wildflowers,FAMILY,69.0,Free,0.0,Everyone,Education,2017-07-10,4.1
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,44.0,Free,0.0,Everyone,Photography,2018-07-14,3.0
Deck Builder & Analyzer for CR,FAMILY,9.8,Free,0.0,Everyone,Entertainment,2017-05-04,3.0
I am rich (Most expensive app),FINANCE,2.7,Paid,399.99,Teen,Finance,2017-12-06,3.0
Pixel Art: Color by Number Game,GAME,25.0,Free,0.0,Everyone,Puzzle,2018-07-17,4.3
Dx Ludo,FAMILY,2.6,Free,0.0,Everyone,Puzzle,2011-04-18,2.1
Millionaire : Who want to be?,GAME,40.0,Free,0.0,Everyone,Trivia,2017-04-12,2.3
Michael's AG Sound Board,FAMILY,1.7,Paid,0.99,Everyone,Entertainment,2017-12-12,1.6
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,30.0,Free,0.0,Everyone,Communication,2018-07-19,5.0
Little Magnet BT,TOOLS,3.8,Free,0.0,Everyone,Tools,2018-08-05,4.2
POCKET ATLAS OF CT HEAD,MEDICAL,18.0,Free,0.0,Everyone,Medical,2018-03-16,3.0
N-Com Wizard,COMMUNICATION,3.8,Free,0.0,Everyone,Communication,2017-09-21,2.3
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,6.1,Free,0.0,Everyone,Books & Reference,2018-07-19,4.2
Analog BW - Camera filter effect foto film retouch,PHOTOGRAPHY,17.0,Free,0.0,Everyone,Photography,2018-05-23,4.4
Ovia Parenting & Baby Development Tracker,MEDICAL,38.0,Free,0.0,Everyone,Medical,2018-08-03,4.3
Funny Ringtones,PERSONALIZATION,14.0,Free,0.0,Everyone 10+,Personalization,2018-02-02,4.0
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,9.9,Free,0.0,Everyone,Tools,2018-07-09,3.0
Interracial Match Dating App,DATING,27.0,Free,0.0,Mature 17+,Dating,2018-07-23,4.1
LINE Launcher,PERSONALIZATION,21.0,Free,0.0,Everyone,Personalization,2018-06-29,3.0
CD Music,LIBRARIES_AND_DEMO,2.3,Free,0.0,Everyone,Libraries & Demo,2018-03-30,4.4
Vote for,VIDEO_PLAYERS,17.0,Free,0.0,Teen,Video Players & Editors,2018-08-03,3.0
RollerCoaster Tycoon® Classic,GAME,69.0,Paid,5.99,Everyone,Simulation,2017-12-21,3.0
Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,11.0,Free,0.0,Everyone,Health & Fitness,2018-06-21,4.2
trip.bg,TRAVEL_AND_LOCAL,9.8,Free,0.0,Everyone,Travel & Local,2018-07-30,3.0
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,83.0,Paid,2.49,Everyone,Role Playing;Education,2018-03-05,4.1
Deep Sleep and Relax Hypnosis,MEDICAL,34.0,Free,0.0,Everyone,Medical,2013-10-22,2.2
DM Screen,BOOKS_AND_REFERENCE,5.4,Free,0.0,Everyone 10+,Books & Reference,2018-01-12,4.0
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,16.0,Free,0.0,Everyone,Social,2018-04-26,4.1
Weather Live Pro,WEATHER,11.0,Paid,4.49,Everyone,Weather,2018-04-20,4.4
Car Driving Simulator Drift,GAME,57.0,Free,0.0,Everyone,Racing,2017-11-03,4.4
Be My Princess 2,FAMILY,27.0,Free,0.0,Teen,Entertainment,2018-03-20,2.3
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,20.0,Free,0.0,Mature 17+,Dating,2018-06-19,4.2
Read books online,BOOKS_AND_REFERENCE,23.0,Free,0.0,Mature 17+,Books & Reference,2018-06-29,4.1
Draw a Stickman: EPIC Free,GAME,46.0,Free,0.0,Everyone 10+,Adventure,2015-04-10,2.3
Hidden Camera Detector,TOOLS,2.5,Free,0.0,Everyone,Tools,2017-11-08,3.0
BH Connect,SOCIAL,32.0,Free,0.0,Teen,Social,2018-03-22,3.0
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,25.0,Paid,24.99,Everyone,Medical,2017-08-11,4.4
Blogaway for Android (Blogger),SOCIAL,4.1,Free,0.0,Teen,Social,2018-05-31,3.0
FK Viktoria Žižkov,SPORTS,26.0,Free,0.0,Everyone,Sports,2018-02-27,4.1
CG Patwari Exam,FAMILY,4.1,Free,0.0,Teen,Education,2017-10-23,2.3
Tips Microsoft Dynamics Ax,PRODUCTIVITY,2.3,Free,0.0,Everyone,Productivity,2017-07-08,4.1
BS TRACK CLIENT,TOOLS,0.19,Free,0.0,Everyone,Tools,2017-08-13,1.5
LEGO Batman: DC Super Heroes,FAMILY,5.8,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,2016-05-09,3.0
m-Faisaa,FINANCE,6.2,Free,0.0,Everyone,Finance,2018-07-13,3.0
NativeScript Developer Day EU,BUSINESS,12.0,Free,0.0,Everyone,Business,2017-09-23,4.2
GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,34.0,Free,0.0,Everyone,Books & Reference,2018-07-24,4.1
G-Switch 3,GAME,39.0,Free,0.0,Everyone,Action,2018-03-15,3.0
Lep's World 2 🍀🍀,GAME,57.0,Free,0.0,Everyone 10+,Arcade,2018-06-07,4.1
Mr. Number-Block calls & spam,COMMUNICATION,13.0,Free,0.0,Mature 17+,Communication,2018-07-13,5.0
Office Bike Racing Simulator,FAMILY,30.0,Free,0.0,Everyone,Simulation,2015-10-09,2.3
Access Point Proximity,TOOLS,2.3,Free,0.0,Everyone,Tools,2018-06-28,5.0
Discover Color,BEAUTY,6.4,Free,0.0,Everyone,Beauty,2018-05-24,3.0
Learn English Daily,FAMILY,53.0,Free,0.0,Everyone,Education,2018-05-06,4.0
Counter Online FPS Game,GAME,42.0,Free,0.0,Teen,Action,2018-07-25,4.1
Prosperity,EVENTS,2.3,Free,0.0,Everyone,Events,2018-07-09,2.0
All Events in City,EVENTS,9.5,Free,0.0,Everyone,Events,2018-06-12,3.0
D.C. Driving/Walking Tours,TRAVEL_AND_LOCAL,32.0,Paid,4.99,Everyone,Travel & Local,2018-07-27,4.4
Turnotronik CL,TOOLS,3.3,Free,0.0,Everyone,Tools,2018-05-24,3.0
BZ Vesper-App,TRAVEL_AND_LOCAL,13.0,Free,0.0,Everyone,Travel & Local,2015-08-06,2.3
AC Remote for Daikin - NOW FREE,TOOLS,26.0,Free,0.0,Everyone,Tools,2018-07-30,4.2
MI-BP,HEALTH_AND_FITNESS,12.0,Free,0.0,Everyone,Health & Fitness,2018-04-09,5.0
Blitzer.de,MAPS_AND_NAVIGATION,18.0,Free,0.0,Everyone,Maps & Navigation,2018-07-09,4.0
cm to inches | centimeters to inches conversion,TOOLS,1.9,Free,0.0,Everyone,Tools,2018-05-07,4.0
EP Horlogerie,LIFESTYLE,24.0,Free,0.0,Everyone,Lifestyle,2018-03-28,3.0
Mindvalley U Tallinn 2018,EVENTS,21.0,Free,0.0,Everyone,Events,2018-07-03,4.4
FG Rockstar,FAMILY,30.0,Free,0.0,Everyone,Education,2018-08-02,4.1
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,49.0,Free,0.0,Mature 17+,Action,2018-06-22,4.4
DM AirDisk HDD,TOOLS,33.0,Free,0.0,Everyone,Tools,2018-07-28,3.0
CU of Colorado Mobile Banking,FINANCE,25.0,Free,0.0,Everyone,Finance,2018-02-06,4.1
BW Map mobile,TRAVEL_AND_LOCAL,32.0,Free,0.0,Everyone,Travel & Local,2018-05-31,4.0
EY EMEIA Diversity & Inclusion,BUSINESS,12.0,Free,0.0,Everyone,Business,2016-11-25,4.4
EP Gem Hunter,GAME,31.0,Free,0.0,Everyone 10+,Action,2016-01-17,2.3
"Migraine, Headache Diary HeadApp Pro",MEDICAL,22.0,Paid,3.49,Everyone,Medical,2018-03-14,4.4
CE AR LOG,LIFESTYLE,23.0,Free,0.0,Everyone,Lifestyle,2018-07-11,4.1
Agenda EF,FAMILY,33.0,Free,0.0,Everyone,Education,2015-05-27,3.0
Healthy Relationships Guide,DATING,8.2,Free,0.0,Everyone,Dating,2018-07-31,3.0
EP FCU,FINANCE,2.8,Free,0.0,Everyone,Finance,2018-03-22,4.1
BC's Pizza,LIFESTYLE,20.0,Free,0.0,Everyone,Lifestyle,2016-09-30,4.0
BF Movies Fun,FAMILY,3.7,Free,0.0,Teen,Entertainment,2018-04-07,2.3
Art Pixel Coloring. Color by Number.,FAMILY,49.0,Free,0.0,Teen,Entertainment,2018-08-02,4.2
DreamTrips,TRAVEL_AND_LOCAL,22.0,Free,0.0,Teen,Travel & Local,2018-08-06,5.0
Pregnant Emergency Surgery,FAMILY,34.0,Free,0.0,Everyone,Casual,2017-09-07,4.0
cx advance call blocker,PERSONALIZATION,3.4,Free,0.0,Everyone,Personalization,2018-04-09,4.0
Block Gun 3D: Ghost Ops,GAME,21.0,Free,0.0,Teen,Action,2018-06-07,2.3
"Pu - Cute giant panda bear, baby pet care game",FAMILY,88.0,Free,0.0,Everyone,Educational,2018-06-12,4.1
Blood Pressure(BP) Report Lite,MEDICAL,0.33,Free,0.0,Everyone,Medical,2012-02-08,2.1
Miraculous Ladybug & Cat Noir - The Official Game,GAME,99.0,Free,0.0,Everyone,Action,2018-07-30,4.4
DS get,TOOLS,22.0,Free,0.0,Everyone,Tools,2018-05-23,4.1
Quotes,LIBRARIES_AND_DEMO,15.0,Free,0.0,Everyone,Libraries & Demo,2018-07-06,3.0
AQ Coach,SPORTS,28.0,Free,0.0,Everyone,Sports,2018-05-25,4.4
Looper!,GAME,62.0,Free,0.0,Everyone,Puzzle,2018-07-20,4.1
Socle Commun BO du 23-04-2015,LIBRARIES_AND_DEMO,4.7,Paid,0.99,Everyone,Libraries & Demo,2016-08-08,4.1
A. O. Smith,TOOLS,33.0,Free,0.0,Everyone,Tools,2018-05-21,4.0
CDL Practice Test 2018 Edition,AUTO_AND_VEHICLES,17.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-03,4.2
PUBG MOBILE,GAME,36.0,Free,0.0,Teen,Action,2018-07-24,4.3
Be the Manager 2016 (football),SPORTS,6.1,Free,0.0,Everyone,Sports,2017-10-19,4.0
Jewels Crush- Match 3 Puzzle,FAMILY,19.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-23,3.0
Inbox.eu,COMMUNICATION,9.7,Free,0.0,Everyone,Communication,2018-07-11,4.3
