App,Category,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,14.0,Free,0.0,Everyone 10+,News & Magazines,2018-05-24,4.1
ACE Elite,FINANCE,45.0,Free,0.0,Everyone,Finance,2018-05-09,4.4
AMC Theatres,ENTERTAINMENT,72.0,Free,0.0,Everyone,Entertainment,2018-07-18,5.0
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.6,Free,0.0,Everyone 10+,News & Magazines,2017-05-25,4.0
APE Weather ( Live Forecast),WEATHER,9.1,Free,0.0,Everyone,Weather,2018-07-03,5.0
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,14.0,Free,0.0,Everyone,Personalization,2018-08-06,3.0
ARY NEWS,NEWS_AND_MAGAZINES,9.8,Free,0.0,Everyone,News & Magazines,2018-08-04,4.1
ARY NEWS URDU,NEWS_AND_MAGAZINES,9.7,Free,0.0,Everyone,News & Magazines,2018-07-25,4.1
ASOS,SHOPPING,22.0,Free,0.0,Everyone,Shopping,2018-07-30,4.4
ASUS Cover for ZenFone 2,PERSONALIZATION,9.8,Free,0.0,Everyone,Personalization,2017-12-01,5.0
ASUS Quick Memo,PRODUCTIVITY,1.6,Free,0.0,Everyone,Productivity,2018-04-11,5.0
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,14.0,Free,0.0,Everyone,Travel & Local,2016-12-06,4.1
AT&T Smart Wi-Fi,TOOLS,6.1,Free,0.0,Everyone,Tools,2018-04-26,4.1
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,24.0,Free,0.0,Everyone,Productivity,2018-06-14,4.1
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,6.9,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.1
Accounting App - Zoho Books,BUSINESS,8.5,Free,0.0,Everyone,Business,2018-08-02,4.1
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,23.0,Free,0.0,Everyone,Entertainment,2018-06-15,4.4
AdWords Express,BUSINESS,11.0,Free,0.0,Everyone,Business,2018-07-31,4.0
Ada - Your Health Guide,MEDICAL,14.0,Free,0.0,Everyone,Medical,2018-07-16,4.4
Add Text To Photo,PHOTOGRAPHY,1.6,Free,0.0,Everyone,Photography,2017-09-08,2.3
Advanced Task Killer,PRODUCTIVITY,1.5,Free,0.0,Everyone,Productivity,2016-08-07,2.3
Agar.io,GAME,32.0,Free,0.0,Everyone,Action,2018-07-23,3.0
Age Calculator,TOOLS,3.3,Free,0.0,Everyone,Tools,2017-07-25,3.0
Air Traffic,MAPS_AND_NAVIGATION,6.8,Free,0.0,Everyone,Maps & Navigation,2018-07-24,5.0
AirAsia,TRAVEL_AND_LOCAL,37.0,Free,0.0,Everyone,Travel & Local,2018-07-16,4.4
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,8.5,Free,0.0,Everyone,Travel & Local,2015-07-14,4.0
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,86.0,Free,0.0,Everyone,Medical,2018-06-01,5.0
Akinator,FAMILY,55.0,Free,0.0,Teen,Entertainment,2018-06-11,4.4
AlReader -any text book reader,BOOKS_AND_REFERENCE,5.9,Free,0.0,Everyone,Books & Reference,2018-05-27,2.3
Alarm Clock Free,TOOLS,11.0,Free,0.0,Everyone,Tools,2018-03-16,4.0
All Email Providers,COMMUNICATION,7.3,Free,0.0,Everyone,Communication,2018-04-03,4.1
All Events in City,EVENTS,9.5,Free,0.0,Everyone,Events,2018-06-12,3.0
All Football - Latest News & Videos,SPORTS,17.0,Free,0.0,Everyone,Sports,2018-08-03,4.1
"All Football GO- Live Score, Games",SPORTS,10.0,Free,0.0,Everyone,Sports,2018-06-21,4.1
All Language Translator Free,BOOKS_AND_REFERENCE,2.1,Free,0.0,Everyone,Books & Reference,2018-07-29,3.0
All Maths Formulas,BOOKS_AND_REFERENCE,6.8,Free,0.0,Everyone,Books & Reference,2018-07-11,4.4
All Mental disorders,MEDICAL,11.0,Free,0.0,Everyone,Medical,2017-07-07,3.0
All Social Networks,SOCIAL,1.5,Free,0.0,Everyone,Social,2018-05-21,4.0
All Video Downloader 2018,VIDEO_PLAYERS,5.6,Free,0.0,Everyone,Video Players & Editors,2018-07-25,4.4
All-in-One Mahjong 3 FREE,FAMILY,17.0,Free,0.0,Everyone,Board;Brain Games,2018-06-13,4.0
Allegiant,TRAVEL_AND_LOCAL,21.0,Free,0.0,Everyone,Travel & Local,2018-07-12,4.4
Alto's Adventure,GAME,63.0,Free,0.0,Everyone,Action,2018-06-05,4.0
Amazon Drive,PRODUCTIVITY,4.1,Free,0.0,Everyone,Productivity,2018-01-08,4.2
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,24.0,Free,0.0,Everyone,Parenting;Music & Video,2018-07-24,5.0
Amazon Prime Video,ENTERTAINMENT,24.0,Free,0.0,Teen,Entertainment,2018-08-02,4.1
Amazon Shopping,SHOPPING,42.0,Free,0.0,Teen,Shopping,2018-07-31,4.4
Amazon for Tablets,SHOPPING,22.0,Free,0.0,Teen,Shopping,2018-07-31,4.4
Amex Mobile,FINANCE,32.0,Free,0.0,Everyone,Finance,2018-08-03,5.0
Amino: Communities and Chats,SOCIAL,62.0,Free,0.0,Teen,Social,2018-08-07,3.0
Amtrak,TRAVEL_AND_LOCAL,28.0,Free,0.0,Everyone,Travel & Local,2018-07-15,5.0
Anatomy Learning - 3D Atlas,MEDICAL,16.0,Free,0.0,Everyone,Medical,2018-07-18,4.1
"Android Auto - Maps, Media, Messaging & Voice",AUTO_AND_VEHICLES,16.0,Free,0.0,Teen,Auto & Vehicles,2018-07-11,5.0
Anger of stick 5 : zombie,GAME,23.0,Free,0.0,Teen,Action,2018-08-03,2.3
Angry Birds 2,GAME,57.0,Free,0.0,Everyone,Casual,2018-07-26,4.1
Angry Birds Classic,GAME,97.0,Free,0.0,Everyone,Arcade,2018-05-24,4.1
Angry Birds Rio,GAME,46.0,Free,0.0,Everyone,Arcade,2018-07-03,4.1
Animal Planet GO,ENTERTAINMENT,9.6,Free,0.0,Teen,Entertainment,2018-07-24,4.1
Animated Photo Editor,ART_AND_DESIGN,6.1,Free,0.0,Everyone,Art & Design,2018-03-21,3.0
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,36.0,Free,0.0,Everyone,Lifestyle,2018-06-15,4.1
Anime Manga Coloring Book,ART_AND_DESIGN,11.0,Free,0.0,Everyone,Art & Design,2018-07-19,4.0
Anthem Anywhere,MEDICAL,24.0,Free,0.0,Everyone,Medical,2018-07-27,4.4
Anthem BC Anywhere,MEDICAL,24.0,Free,0.0,Everyone,Medical,2018-07-27,4.4
Apartment Decorating Ideas,HOUSE_AND_HOME,5.7,Free,0.0,Everyone,House & Home,2015-03-13,3.0
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,7.5,Free,0.0,Everyone,House & Home,2018-08-03,5.0
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,13.0,Free,0.0,Everyone,House & Home,2018-06-29,3.0
Apartments.com Rental Search,HOUSE_AND_HOME,16.0,Free,0.0,Everyone,House & Home,2018-07-16,4.4
Apk Installer,LIBRARIES_AND_DEMO,0.29,Free,0.0,Everyone,Libraries & Demo,2011-06-29,1.6
AppLock - Fingerprint,TOOLS,3.5,Free,0.0,Everyone,Tools,2018-04-13,2.3
Archos File Manager,PRODUCTIVITY,2.3,Free,0.0,Everyone,Productivity,2016-04-22,4.1
Asana: organize team projects,BUSINESS,10.0,Free,0.0,Everyone,Business,2018-07-26,5.0
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,7.6,Free,0.0,Everyone,Travel & Local;Action & Adventure,2017-08-09,4.4
Asphalt 8: Airborne,GAME,92.0,Free,0.0,Teen,Racing,2018-07-04,3.0
Associated Credit Union Mobile,FINANCE,12.0,Free,0.0,Everyone,Finance,2018-05-30,5.0
Asteroids 3D live wallpaper,PERSONALIZATION,6.4,Free,0.0,Everyone,Personalization,2018-07-24,4.4
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,24.0,Free,0.0,Everyone,Productivity,2018-07-23,4.4
Avakin Life - 3D virtual world,FAMILY,91.0,Free,0.0,Teen,Role Playing,2018-07-03,4.1
Aviary Effects: Classic,LIBRARIES_AND_DEMO,0.23,Free,0.0,Everyone,Libraries & Demo,2013-03-06,2.2
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,0.61,Free,0.0,Everyone,Libraries & Demo,2012-01-17,2.2
Azpen eReader,BOOKS_AND_REFERENCE,42.0,Free,0.0,Everyone,Books & Reference,2018-02-15,2.2
BBVA Compass Banking,FINANCE,50.0,Free,0.0,Everyone,Finance,2018-07-27,4.4
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,27.0,Free,0.0,Mature 17+,Dating,2018-07-23,4.1
BBW Dating & Plus Size Chat,DATING,29.0,Free,0.0,Mature 17+,Dating,2018-07-27,4.1
BBWCupid - BBW Dating App,DATING,2.8,Free,0.0,Mature 17+,Dating,2018-06-01,5.0
BELONG Beating Cancer Together,MEDICAL,20.0,Free,0.0,Teen,Medical,2018-07-29,4.3
BEST CAR SOUNDS,AUTO_AND_VEHICLES,38.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-29,2.3
BET NOW - Watch Shows,ENTERTAINMENT,19.0,Free,0.0,Teen,Entertainment,2018-07-08,4.4
BIG Launcher,PERSONALIZATION,5.9,Paid,9.99,Everyone,Personalization,2018-06-20,2.1
BLK - Swipe. Match. Chat.,DATING,24.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.4
BZWBK24 mobile,FINANCE,39.0,Free,0.0,Everyone,Finance,2018-06-18,4.1
Babbel – Learn Languages,FAMILY,21.0,Free,0.0,Everyone,Education,2018-07-30,4.4
Babbel – Learn Spanish,EDUCATION,11.0,Free,0.0,Everyone,Education,2018-07-30,4.4
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,53.0,Free,0.0,Everyone,Educational;Education,2018-07-16,4.1
Baby Monitor,PARENTING,5.2,Free,0.0,Everyone,Parenting,2018-03-30,4.1
Baby Name Together,PARENTING,24.0,Free,0.0,Everyone,Parenting,2018-08-06,5.0
Baby Panda Care,FAMILY,49.0,Free,0.0,Everyone,Educational;Pretend Play,2018-06-15,3.0
Baby Panda Learns Shapes,PARENTING,42.0,Free,0.0,Everyone,Parenting;Education,2018-06-21,3.0
Baby Panda Musical Genius,PARENTING,37.0,Free,0.0,Everyone,Parenting;Music & Video,2018-06-15,3.0
Baby Panda’s Juice Shop,FAMILY,45.0,Free,0.0,Everyone,Educational;Brain Games,2018-07-12,3.0
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,63.0,Free,0.0,Everyone 10+,Educational;Education,2018-07-27,4.4
Baby puzzles,FAMILY,19.0,Free,0.0,Everyone,Educational;Education,2018-07-12,3.0
Backgrounds (HD Wallpapers),PERSONALIZATION,3.0,Free,0.0,Teen,Personalization,2017-08-09,4.0
Bad Piggies,FAMILY,66.0,Free,0.0,Everyone,Puzzle,2017-05-03,4.1
Banfield Pet Health Tracker,MEDICAL,5.9,Free,0.0,Everyone,Medical,2016-10-17,4.0
Banjo,SOCIAL,9.3,Free,0.0,Everyone,Social,2015-07-25,2.3
Bank of America Mobile Banking,FINANCE,53.0,Free,0.0,Everyone,Finance,2018-07-31,4.4
BankMobile Vibe App,FINANCE,23.0,Free,0.0,Everyone,Finance,2018-07-09,4.1
Banorte Movil,FINANCE,65.0,Free,0.0,Everyone,Finance,2018-06-09,4.4
Barbie Life™,FAMILY,63.0,Free,0.0,Everyone,Casual;Pretend Play,2018-07-12,4.1
Barbie Magical Fashion,FAMILY,15.0,Free,0.0,Everyone,Casual;Creativity,2017-10-06,4.1
Barbie™ Fashion Closet,FAMILY,85.0,Free,0.0,Everyone,Casual;Creativity,2018-07-30,4.1
Barclays US for Android,FINANCE,24.0,Free,0.0,Everyone,Finance,2018-08-01,5.0
Barcode Scanner,LIBRARIES_AND_DEMO,9.4,Free,0.0,Everyone,Libraries & Demo,2018-01-09,3.2
Baritastic - Bariatric Tracker,MEDICAL,12.0,Free,0.0,Everyone,Medical,2018-07-26,4.1
Baseball Boy!,GAME,78.0,Free,0.0,Everyone,Arcade,2018-07-27,4.1
Basketball Stars,SPORTS,45.0,Free,0.0,Everyone,Sports,2018-07-14,3.0
Bathroom Decorating Ideas,HOUSE_AND_HOME,5.3,Free,0.0,Everyone,House & Home,2015-03-12,3.0
Battlelands Royale,GAME,61.0,Free,0.0,Everyone 10+,Action,2018-07-16,4.1
Be A Legend: Soccer,SPORTS,21.0,Free,0.0,Everyone,Sports,2015-08-24,3.0
BeWild Free Dating & Chat App,DATING,8.0,Free,0.0,Mature 17+,Dating,2017-02-03,4.2
Beautiful Design Birthday Cake,LIFESTYLE,3.0,Free,0.0,Everyone,Lifestyle,2018-08-04,2.3
Beautiful Widgets Free,PERSONALIZATION,14.0,Free,0.0,Everyone,Personalization,2016-10-20,2.3
Beautiful Widgets Pro,PERSONALIZATION,14.0,Paid,2.49,Everyone,Personalization,2016-08-24,2.3
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,53.0,Free,0.0,Everyone,Photography,2018-07-31,4.1
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,7.5,Free,0.0,Everyone,Lifestyle,2018-04-26,4.0
Best Car Wallpapers,AUTO_AND_VEHICLES,2.9,Free,0.0,Everyone,Auto & Vehicles,2018-03-27,4.1
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,23.0,Free,0.0,Everyone,Health & Fitness,2018-08-01,5.0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,7.8,Free,0.0,Teen,Comics,2018-06-16,3.0
Best Wallpapers QHD,PERSONALIZATION,5.1,Free,0.0,Teen,Personalization,2018-03-17,3.0
"BestCam Selfie-selfie, beauty camera, photo editor",BEAUTY,21.0,Free,0.0,Everyone,Beauty,2018-07-12,3.0
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,15.0,Free,0.0,Everyone,Health & Fitness,2018-07-26,5.0
Betterment,FINANCE,11.0,Free,0.0,Everyone,Finance,2018-08-03,5.0
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,76.0,Free,0.0,Teen,Food & Drink,2017-11-23,5.0
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,44.0,Free,0.0,Mature 17+,Dating,2018-08-02,4.1
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.3,Free,0.0,Everyone,Health & Fitness,2018-08-04,4.2
Binaural Beats Meditation,LIBRARIES_AND_DEMO,95.0,Free,0.0,Everyone,Libraries & Demo,2018-06-08,3.0
BioLife Plasma Services,MEDICAL,23.0,Free,0.0,Everyone,Medical,2018-07-09,4.4
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,23.0,Free,0.0,Everyone 10+,Personalization,2017-09-25,4.0
Black People Meet Singles Date,DATING,5.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.4
Block Puzzle,GAME,7.8,Free,0.0,Everyone,Puzzle,2018-03-06,2.3
Block Puzzle Classic Legend !,GAME,4.9,Free,0.0,Everyone,Puzzle,2018-04-13,2.3
Blogaway for Android (Blogger),SOCIAL,4.1,Free,0.0,Teen,Social,2018-05-31,3.0
Blogger,SOCIAL,2.7,Free,0.0,Mature 17+,Social,2016-02-29,2.1
Blood Donor,MEDICAL,20.0,Free,0.0,Everyone,Medical,2018-07-31,4.1
Blood Pressure,MEDICAL,7.4,Free,0.0,Everyone,Medical,2018-07-24,4.1
Blood Pressure Log - MyDiary,MEDICAL,2.6,Free,0.0,Everyone,Medical,2018-04-13,4.0
Blood Pressure(BP) Diary,MEDICAL,8.4,Free,0.0,Everyone,Medical,2018-07-18,3.0
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,27.0,Free,0.0,Everyone,News & Magazines,2018-07-25,4.4
Blossom Blast Saga,GAME,63.0,Free,0.0,Everyone,Casual,2018-07-05,3.0
Blur Image Background,PHOTOGRAPHY,11.0,Free,0.0,Everyone,Photography,2018-07-30,4.1
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,9.6,Free,0.0,Everyone,Photography,2018-07-28,4.1
Boys Photo Editor - Six Pack & Men's Suit,ART_AND_DESIGN,12.0,Free,0.0,Everyone,Art & Design,2018-03-20,3.0
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,10.0,Free,0.0,Everyone,Health & Fitness,2018-07-15,4.4
Branch,FINANCE,3.8,Free,0.0,Everyone,Finance,2018-07-23,4.0
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,6.3,Free,0.0,Everyone,News & Magazines,2018-07-19,4.1
Brightest Flashlight Free ®,TOOLS,3.8,Free,0.0,Everyone,Tools,2017-10-27,4.2
Brit + Co,LIFESTYLE,4.5,Free,0.0,Everyone,Lifestyle,2017-08-29,4.0
British Airways,TRAVEL_AND_LOCAL,51.0,Free,0.0,Everyone,Travel & Local,2018-07-24,4.4
Browser 4G,COMMUNICATION,6.6,Free,0.0,Everyone,Communication,2018-06-19,1.0
Bualuang mBanking,FINANCE,10.0,Free,0.0,Everyone,Finance,2018-07-16,3.0
Bubble Shooter,FAMILY,20.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-01-09,2.3
Bubble Shooter Genies,GAME,41.0,Free,0.0,Everyone,Casual,2018-06-04,3.0
Bubble Witch 3 Saga,GAME,78.0,Free,0.0,Everyone,Puzzle,2018-07-17,3.0
Build a Bridge!,FAMILY,74.0,Free,0.0,Everyone,Puzzle,2018-08-02,4.1
Business Calendar 2,PRODUCTIVITY,15.0,Free,0.0,Everyone,Productivity,2018-07-23,4.1
Butterfly Live Wallpaper,PERSONALIZATION,3.5,Free,0.0,Everyone,Personalization,2018-05-04,4.1
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,13.0,Free,0.0,Everyone,Personalization,2017-11-13,3.0
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,13.0,Free,0.0,Teen,News & Magazines,2018-07-30,4.4
C Programming,EDUCATION,1.8,Free,0.0,Everyone,Education,2015-06-28,2.3
C++ Programming,EDUCATION,1.8,Free,0.0,Everyone,Education,2015-08-22,2.3
C++ Tutorials,EDUCATION,1.9,Free,0.0,Everyone,Education,2014-08-21,2.3
CALCU™ Stylish Calculator Free,TOOLS,11.0,Free,0.0,Everyone,Tools,2018-07-07,4.1
CBS News,NEWS_AND_MAGAZINES,23.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-29,4.1
CBS Sports Fantasy,SPORTS,27.0,Free,0.0,Everyone,Sports,2018-06-27,5.0
CDL Practice Test 2018 Edition,AUTO_AND_VEHICLES,17.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-03,4.2
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,6.1,Free,0.0,Everyone,Communication,2018-07-31,4.0
"CM Flashlight (Compass, SOS)",TOOLS,1.8,Free,0.0,Everyone,Tools,2018-05-25,2.3
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,17.0,Free,0.0,Teen,Personalization,2018-08-03,3.0
CMB Free Dating App,DATING,40.0,Free,0.0,Mature 17+,Dating,2018-08-01,4.4
CNN Breaking US & World News,NEWS_AND_MAGAZINES,25.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-06,4.4
COOKING MAMA Let's Cook!,FAMILY,59.0,Free,0.0,Everyone,Educational;Pretend Play,2018-07-26,4.1
CVS Caremark,MEDICAL,10.0,Free,0.0,Everyone,Medical,2018-07-28,4.4
CW Seed,FAMILY,13.0,Free,0.0,Teen,Entertainment,2018-07-18,4.4
CWT To Go,TRAVEL_AND_LOCAL,57.0,Free,0.0,Everyone,Travel & Local,2018-08-05,4.4
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,15.0,Free,0.0,Everyone,Tools,2018-07-25,4.0
"Calculator - free calculator, multi calculator app",TOOLS,7.5,Free,0.0,Everyone,Tools,2018-07-31,4.2
Calculator with Percent (Free),TOOLS,7.4,Free,0.0,Everyone,Tools,2017-11-18,4.1
Calendar Widget Month + Agenda,PRODUCTIVITY,1.9,Free,0.0,Everyone,Productivity,2018-05-31,3.0
Calendar+ Schedule Planner App,PRODUCTIVITY,5.7,Free,0.0,Everyone,Productivity,2017-01-16,3.0
Call Blocker,BUSINESS,3.2,Free,0.0,Everyone,Business,2018-06-21,4.0
Call Control - Call Blocker,COMMUNICATION,11.0,Free,0.0,Everyone,Communication,2018-07-05,4.1
Call of Duty:Black Ops Zombies,GAME,46.0,Paid,6.99,Teen,Action,2016-12-20,2.3
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,20.0,Free,0.0,Everyone,Communication,2018-07-29,4.1
Caller ID +,COMMUNICATION,0.12,Free,0.0,Everyone,Communication,2016-06-07,2.3
Calls & Text by Mo+,COMMUNICATION,14.0,Free,0.0,Everyone,Communication,2018-04-19,4.0
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,11.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1
Calorie Counter - Macros,HEALTH_AND_FITNESS,5.5,Free,0.0,Everyone,Health & Fitness,2016-08-27,5.0
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,19.0,Free,0.0,Everyone,Health & Fitness,2018-07-16,5.0
Cameringo Lite. Filters Camera,PHOTOGRAPHY,5.7,Free,0.0,Everyone,Photography,2018-06-11,4.0
Candy Bomb,GAME,20.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-04,3.0
Candy Crush Jelly Saga,GAME,78.0,Free,0.0,Everyone,Puzzle,2018-07-20,4.0
Candy Crush Saga,GAME,74.0,Free,0.0,Everyone,Casual,2018-07-05,4.1
Candy Crush Soda Saga,GAME,67.0,Free,0.0,Everyone,Casual,2018-07-10,4.1
Candy Day,FAMILY,48.0,Free,0.0,Everyone,Casual;Brain Games,2018-08-03,4.0
Candy Pop Story,FAMILY,23.0,Free,0.0,Everyone,Casual;Brain Games,2018-05-24,2.3
Candy Smash,FAMILY,15.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-17,3.0
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,26.0,Free,0.0,Everyone,Photography,2018-08-06,3.0
"Canva: Poster, banner, card maker & graphic design",ART_AND_DESIGN,24.0,Free,0.0,Everyone,Art & Design,2018-07-31,4.1
Cat Sim Online: Play with Cats,FAMILY,81.0,Free,0.0,Everyone 10+,Simulation,2018-04-22,4.0
Caviar - Food Delivery,FOOD_AND_DRINK,8.5,Free,0.0,Everyone,Food & Drink,2018-07-20,6.0
Chakra Cleansing,LIBRARIES_AND_DEMO,99.0,Free,0.0,Everyone,Libraries & Demo,2018-08-02,3.0
Chapters: Interactive Stories,GAME,96.0,Free,0.0,Mature 17+,Role Playing,2018-08-02,4.3
Chase Mobile,FINANCE,32.0,Free,0.0,Everyone,Finance,2018-07-23,5.0
ChatVideo Meet new people,DATING,20.0,Free,0.0,Mature 17+,Dating,2018-05-31,4.0
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,24.0,Free,0.0,Everyone,Travel & Local,2018-04-25,4.4
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,19.0,Free,0.0,Everyone,Travel & Local,2018-07-31,3.8879748691099474
CheckPoints 🏆 Rewards App,SHOPPING,25.0,Free,0.0,Everyone,Shopping,2018-06-21,4.3
Checkers ✔️,FAMILY,19.0,Free,0.0,Everyone,Board;Brain Games,2018-07-24,4.1
Choices: Stories You Play,GAME,93.0,Free,0.0,Teen,Simulation,2018-07-30,3.0
Christian Dating For Free App,DATING,13.0,Free,0.0,Mature 17+,Dating,2018-06-20,4.1
Cinemark Theatres,ENTERTAINMENT,39.0,Free,0.0,Teen,Entertainment,2018-07-12,5.0
Cisco Webex Meetings,BUSINESS,28.0,Free,0.0,Everyone,Business,2018-07-20,4.3
Cisco Webex Teams,BUSINESS,46.0,Free,0.0,Everyone,Business,2018-08-02,4.4
Citi Mobile®,FINANCE,46.0,Free,0.0,Everyone,Finance,2018-07-31,4.4
Citibanamex Movil,FINANCE,42.0,Free,0.0,Everyone,Finance,2018-07-27,5.0
Citizens Bank Mobile Banking,FINANCE,38.0,Free,0.0,Everyone,Finance,2018-05-23,4.1
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,58.0,Free,0.0,Everyone,Travel & Local,2018-06-09,5.0
Clash Royale,GAME,97.0,Free,0.0,Everyone 10+,Strategy,2018-06-27,4.1
Clash of Clans,GAME,98.0,Free,0.0,Everyone 10+,Strategy,2018-07-15,4.1
Color Road,GAME,71.0,Free,0.0,Everyone,Arcade,2018-07-19,4.1
Color Touch Effects,PHOTOGRAPHY,12.0,Free,0.0,Everyone,Photography,2018-04-23,4.1
Color by Number - Draw Sandbox Pixel Art,FAMILY,15.0,Free,0.0,Everyone,Entertainment,2018-07-27,4.1
Color by Number – New Coloring Book,GAME,24.0,Free,0.0,Everyone 10+,Board,2018-08-01,4.1
