App,Category,Rating,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Best DP and Status - All Type DP & Status,FAMILY,4.18,1,5.7,Free,0.0,Everyone,Entertainment,2018-05-30,3.0
Coupon Sherpa,SHOPPING,4.4,7793,6.1,Free,0.0,Everyone,Shopping,2018-02-06,3.0
Oral-B App,HEALTH_AND_FITNESS,3.3,14210,96.0,Free,0.0,Everyone,Health & Fitness,2018-07-19,5.0
West Central Ag,BUSINESS,4.1,3,1.7,Free,0.0,Everyone,Business,2017-01-16,4.0
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,Free,0.0,Everyone,Personalization,2018-05-04,4.1
FH Calculator,HEALTH_AND_FITNESS,4.24,9,0.97,Free,0.0,Everyone,Health & Fitness,2015-06-04,4.0
"ipsy: Makeup, Beauty, and Tips",BEAUTY,4.9,49790,14.0,Free,0.0,Everyone,Beauty,2017-11-09,4.1
AQ Ria Retail,FAMILY,5.0,4,52.0,Free,0.0,Everyone,Education,2018-04-03,4.1
FK Železiarne Podbrezová,SPORTS,4.22,0,26.0,Free,0.0,Everyone,Sports,2018-04-23,4.1
Cl-app!,SPORTS,4.22,41,0.34,Free,0.0,Everyone,Sports,2013-05-02,2.0
FN pistol Model 1906 explained,BOOKS_AND_REFERENCE,4.34,1,5.3,Paid,5.49,Everyone,Books & Reference,2017-03-09,1.6
ai.type keyboard Plus + Emoji,TOOLS,4.5,57076,35.0,Paid,4.49,Everyone,Tools,2018-07-24,4.1
Cooking Channel,ENTERTAINMENT,4.1,1033,16.0,Free,0.0,Teen,Entertainment,2018-07-27,3.8298220146427666
Noot-Noot-er!,FAMILY,4.5,74,2.8,Free,0.0,Everyone,Entertainment,2017-11-22,3.0
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3,Free,0.0,Everyone,Health & Fitness,2018-08-04,4.2
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,Free,0.0,Teen,Personalization,2018-05-31,4.0
DP & Status,FAMILY,4.3,1922,4.7,Free,0.0,Everyone,Entertainment,2018-01-09,4.1
CF-Bench Pro,TOOLS,4.6,159,0.03,Paid,1.49,Everyone,Tools,2011-06-23,1.6
Fo File Manager,TOOLS,4.5,1916,0.36,Free,0.0,Everyone,Tools,2015-12-31,2.1
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1,Free,0.0,Everyone,Productivity,2018-07-20,4.4
Auction Wars : Storage King,GAME,4.1,29062,63.0,Free,0.0,Everyone,Casino,2017-09-15,2.3
"Spot On Period, Birth Control, & Cycle Tracker",HEALTH_AND_FITNESS,4.6,4102,24.0,Free,0.0,Everyone 10+,Health & Fitness,2018-07-19,4.2
Ek Kauwa Pyasa Tha,FAMILY,4.1,35,3.1,Free,0.0,Everyone,Entertainment,2017-06-25,4.0
CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,5.6,Free,0.0,Teen,Business,2018-06-25,4.0
Oddworld: New 'n' Tasty,GAME,4.6,1475,34.0,Paid,4.99,Teen,Action,2018-01-02,5.0
Gunship III Vietnam People AF,FAMILY,4.3,726,19.0,Paid,4.99,Everyone,Simulation,2016-12-09,2.3
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57.0,Free,0.0,Teen,Entertainment,2018-03-21,4.3
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86.0,Free,0.0,Teen,Action,2018-02-16,4.3
learn c in hindi,FAMILY,4.3,109,2.7,Free,0.0,Everyone,Education,2017-06-24,4.0
T. Rowe Price Personal® App,FINANCE,4.5,1057,4.5,Free,0.0,Everyone,Finance,2018-07-06,6.0
EB Cash Collections,BUSINESS,5.0,1,4.3,Free,0.0,Everyone,Business,2018-07-31,4.4
Planet of Cubes Survival Craft,FAMILY,3.9,475944,35.0,Free,0.0,Everyone,Simulation,2018-06-26,4.1
Dialer theme G Black Gold,PERSONALIZATION,4.2,33,0.84,Paid,1.49,Everyone,Personalization,2016-01-01,4.0
ES Holo Theme,TOOLS,4.3,11449,1.7,Free,0.0,Everyone,Tools,2016-02-02,2.0
qEG APP / Química EG SRL,TOOLS,4.04,0,0.12,Free,0.0,Everyone,Tools,2018-07-24,4.0
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,Free,0.0,Everyone,Communication,2018-07-30,3.0
The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61.0,Free,0.0,Mature 17+,Action,2018-06-20,4.1
Video Maker with Photo and Music,PHOTOGRAPHY,4.3,4871,30.0,Free,0.0,Everyone,Photography,2018-03-19,4.1
DB Stay Connected,BUSINESS,4.6,17,9.4,Free,0.0,Everyone,Business,2017-12-08,4.0
Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,Free,0.0,Everyone,Maps & Navigation,2013-12-26,2.2
EXO-L Amino for EXO Fans,SOCIAL,4.9,5677,67.0,Free,0.0,Teen,Social,2018-07-13,3.0
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,Free,0.0,Everyone,Maps & Navigation,2018-07-24,5.0
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,50060,98.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-08-07,4.1
Q,FAMILY,4.2,69126,60.0,Free,0.0,Everyone,Puzzle,2018-04-19,4.0
Target - now with Cartwheel,SHOPPING,4.1,68406,24.0,Free,0.0,Everyone,Shopping,2018-07-25,5.0
Cards Casino:Video Poker & BJ,GAME,4.7,325,23.0,Free,0.0,Teen,Casino,2015-05-08,2.3
EFAmbassador,FAMILY,4.18,5,10.0,Free,0.0,Everyone,Education,2018-07-10,5.0
DT Smart,TOOLS,1.6,39,8.9,Free,0.0,Everyone,Tools,2017-12-07,4.1
SYFY,FAMILY,3.2,3069,18.0,Free,0.0,Teen,Entertainment,2018-05-24,4.4
BN Inscript Improved Keyboard,PRODUCTIVITY,4.18,0,7.5,Free,0.0,Everyone,Productivity,2017-11-06,2.3
Ghost Detector,FAMILY,3.5,35337,7.4,Free,0.0,Teen,Entertainment,2018-05-25,4.0
KISW 99.9 FM SEATTLE,FAMILY,4.0,1469,5.2,Free,0.0,Everyone,Entertainment,2018-01-29,2.3
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12.0,Free,0.0,Everyone,Personalization,2018-07-23,4.4
Daily Manga - Comic & Webtoon,COMICS,3.2,1462,7.1,Free,0.0,Mature 17+,Comics,2018-05-18,3.0
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,Free,0.0,Teen,Comics,2018-07-23,4.1
Consultar Infracciones de Transito DF y Mexico,TOOLS,4.04,0,2.9,Free,0.0,Everyone,Tools,2018-07-23,4.0
Omlet Chat,COMMUNICATION,3.9,40751,35.0,Free,0.0,Teen,Communication,2016-11-04,3.0
HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,40,13.0,Free,0.0,Teen,Personalization,2016-06-21,2.3
NoteToDo. Notes. To do list,PRODUCTIVITY,4.5,57449,5.0,Free,0.0,Everyone,Productivity,2018-08-04,4.0
My Tele2,COMMUNICATION,4.3,158679,8.8,Free,0.0,Everyone,Communication,2018-08-03,4.4
BN Habitat - Property Experts - Buy | Sell | Rent,BUSINESS,4.1,0,8.9,Free,0.0,Everyone,Business,2017-10-04,4.1
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.1
E-cigarette for free,FAMILY,3.6,1354,4.8,Free,0.0,Mature 17+,Entertainment,2017-10-23,2.3
Car Parking Crane N Drifting,FAMILY,4.2,106,71.0,Free,0.0,Everyone,Simulation,2018-02-26,3.0
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,Free,0.0,Teen,Role Playing,2018-07-03,4.1
VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,3.0,2750,39.0,Free,0.0,Everyone,Travel & Local,2018-01-22,4.2
Photo Collage - Layout Editor,PHOTOGRAPHY,4.5,285788,46.0,Free,0.0,Everyone,Photography,2017-12-04,5.0
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56.0,Free,0.0,Mature 17+,Dating,2018-08-01,4.1
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15.0,Free,0.0,Everyone 10+,Lifestyle,2018-01-22,4.1
Kay AH GA,MEDICAL,4.17,0,29.0,Free,0.0,Everyone,Medical,2018-02-15,3.0
Third Eye,TOOLS,4.4,19877,4.5,Free,0.0,Everyone,Tools,2018-01-07,4.0
Lexus Tech BH Service Pro,LIFESTYLE,4.09,0,0.88,Free,0.0,Teen,Lifestyle,2016-07-26,3.0
FK Mladost Lucani,SPORTS,4.22,0,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1
"f.lux (preview, root-only)",HEALTH_AND_FITNESS,3.7,5559,3.7,Free,0.0,Everyone,Health & Fitness,2016-03-15,3.0
VITEK EH DVR Viewer (Pro),TOOLS,3.5,78,3.3,Free,0.0,Everyone,Tools,2013-10-11,2.2
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-11-22,4.1
Eh Plus English Application,FAMILY,4.18,1,0.85,Free,0.0,Everyone,Education,2015-05-27,4.0
Start the Hunt for the Lost Treasure,FAMILY,3.8,302,8.1,Free,0.0,Everyone,Puzzle;Brain Games,2017-09-13,3.0
Jigsaw Puzzles Volvo FH Truck Game,FAMILY,4.18,4,4.7,Free,0.0,Teen,Puzzle,2017-07-24,3.0
Invasion: Defend EU,GAME,4.24,7,20.0,Free,0.0,Everyone,Arcade,2017-12-08,2.3
MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7.5,Free,0.0,Everyone,Productivity,2018-03-01,4.1
LTC AS Legal,MEDICAL,4.0,6,1.3,Paid,39.99,Everyone,Medical,2018-04-04,4.1
LC-DB-LITE,PHOTOGRAPHY,4.16,0,2.3,Free,0.0,Everyone,Photography,2017-10-20,4.2
Wind & Weather Meter for Ag,WEATHER,4.24,3,14.0,Free,0.0,Everyone,Weather,2016-03-14,4.3
Bing Ads,BUSINESS,4.1,1828,13.0,Free,0.0,Everyone,Business,2018-07-20,4.1
Monster Ride Pro,GAME,5.0,1,24.0,Free,0.0,Everyone,Racing,2018-03-05,2.3
DrivingTest,FAMILY,2.9,975,45.0,Free,0.0,Everyone,Simulation,2017-02-27,4.1
EZ Web Video Cast | Chromecast,VIDEO_PLAYERS,4.1,1276,4.6,Free,0.0,Everyone,Video Players & Editors,2017-12-14,4.4
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5,Free,0.0,Everyone,Entertainment,2016-08-23,4.2
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37.0,Free,0.0,Teen,Casino,2018-07-25,3.0
Ej-buy,BUSINESS,4.1,2,4.1,Free,0.0,Everyone,Business,2018-08-02,4.1
FG. Chic - House Lounge Musique - Radios de France,FAMILY,4.18,1,6.5,Free,0.0,Everyone,Entertainment,2018-06-09,4.2
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52.0,Free,0.0,Everyone,Shopping,2018-08-01,4.1
C by GE,LIFESTYLE,1.7,686,6.6,Free,0.0,Everyone,Lifestyle,2018-07-11,4.3
Ag Trucking Mobile App,PRODUCTIVITY,4.18,0,43.0,Free,0.0,Everyone,Productivity,2017-05-17,3.0
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21.0,Free,0.0,Everyone,Communication,2016-05-10,4.1
Armani Exchange Connected,LIFESTYLE,4.1,305,44.0,Free,0.0,Everyone,Lifestyle,2017-07-04,4.4
N Launcher Pro - Nougat 7.0,PERSONALIZATION,4.3,2538,6.4,Paid,2.99,Everyone,Personalization,2018-03-23,4.1
The Walking Zombie: Dead City,GAME,4.6,58575,96.0,Free,0.0,Teen,Action,2018-02-21,4.1
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57.0,Free,0.0,Everyone,Entertainment,2018-07-03,4.1
AJ Percent Off Calculator,SHOPPING,4.4,134,0.04,Free,0.0,Everyone,Shopping,2013-06-04,2.2
DM 24/7,TOOLS,3.6,7,16.0,Free,0.0,Everyone,Tools,2018-08-01,2.3
AP Flashcards,FAMILY,3.7,88,41.0,Free,0.0,Everyone,Education,2015-08-30,3.1
Brightest Flashlight - LED Light,TOOLS,4.5,876866,9.1,Free,0.0,Everyone,Tools,2018-07-27,3.0
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48.0,Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,2.3
My MLS App,LIFESTYLE,4.1,1213,13.0,Free,0.0,Everyone,Lifestyle,2018-06-04,3.0
Block Strike,GAME,4.5,947515,60.0,Free,0.0,Teen,Action,2018-07-25,4.1
Flo's CH Boss Timer,FAMILY,3.5,163,3.4,Free,0.0,Everyone,Role Playing,2017-03-27,3.0
"Charlotte County, FL",PRODUCTIVITY,4.7,10,7.1,Free,0.0,Everyone,Productivity,2017-02-23,3.0
ChatVideo Meet new people,DATING,4.2,63986,20.0,Free,0.0,Mature 17+,Dating,2018-05-31,4.0
CJ: Strike Back,GAME,4.3,29330,6.9,Free,0.0,Everyone,Action,2012-08-17,1.0
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58.0,Free,0.0,Everyone,Travel & Local,2018-06-09,5.0
Undertale AU Amino,SOCIAL,4.8,5369,63.0,Free,0.0,Teen,Social,2018-07-13,3.0
Q-slope,TOOLS,4.5,2,3.9,Paid,1.76,Everyone,Tools,2017-12-03,4.3
TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5.0,Free,0.0,Everyone,Finance,2018-03-03,3.0
AV Phone,COMMUNICATION,4.12,4,3.7,Free,0.0,Everyone,Communication,2018-07-09,5.1
Hopeless Land: Fight for Survival,GAME,4.2,250197,44.0,Free,0.0,Teen,Action,2018-07-12,4.1
J - Style Pro,HEALTH_AND_FITNESS,2.3,74,2.6,Free,0.0,Everyone,Health & Fitness,2016-01-20,4.3
Redwood CU v3.1.0,FINANCE,3.8,480,15.0,Free,0.0,Everyone,Finance,2018-05-24,4.0
Let's Learn Alif Ba Ta,FAMILY,4.6,32,60.0,Free,0.0,Everyone,Education,2017-11-29,3.0
Kids Videos,PARENTING,4.1,559,6.4,Free,0.0,Everyone,Parenting,2018-05-20,4.1
Download Instant DP (Full HD),TOOLS,4.3,1283,4.4,Free,0.0,Everyone,Tools,2018-08-04,4.1
Lottery Results: Florida,FAMILY,4.2,582,3.2,Free,0.0,Teen,Entertainment,2018-01-22,4.0
U + professional baseball,SPORTS,4.3,2486,18.0,Free,0.0,Everyone,Sports,2018-07-30,4.4
Power BI Ultimate Orientation,FAMILY,4.3,12,8.1,Free,0.0,Everyone,Education,2017-02-06,4.0
Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,5.7,Paid,2.99,Everyone,Photography,2018-06-11,4.0
EO Hotels,TRAVEL_AND_LOCAL,4.07,4,11.0,Free,0.0,Everyone,Travel & Local,2017-06-04,3.0
App Seguridad AV Villas,FINANCE,2.3,251,5.7,Free,0.0,Everyone,Finance,2017-10-12,4.0
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909,84.0,Free,0.0,Teen,Educational,2018-06-13,3.0
Create My App,BUSINESS,4.1,0,11.0,Free,0.0,Everyone,Business,2018-04-24,4.1
EP Lab Digest,MEDICAL,2.3,11,12.0,Free,0.0,Everyone,Medical,2018-07-12,4.1
Google News,NEWS_AND_MAGAZINES,3.9,878065,13.0,Free,0.0,Teen,News & Magazines,2018-08-01,4.4
du View,FAMILY,3.8,935,22.0,Free,0.0,Teen,Entertainment,2018-03-26,4.3
WebCams,WEATHER,4.6,3963,23.0,Free,0.0,Everyone,Weather,2018-07-17,4.2
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,Free,0.0,Everyone,Educational;Education,2018-05-25,4.1
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,Free,0.0,Everyone,Maps & Navigation,2018-07-28,3.0
Learn English for beginners,EDUCATION,4.5,1929,2.5,Free,0.0,Everyone,Education,2017-09-28,2.3
EZ-SEE,VIDEO_PLAYERS,2.8,71,10.0,Free,0.0,Everyone,Video Players & Editors,2018-07-18,5.0
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147,13.0,Free,0.0,Everyone,Lifestyle,2018-05-07,4.1
FlipaClip - Cartoon animation,ART_AND_DESIGN,4.3,194216,39.0,Free,0.0,Everyone,Art & Design,2018-08-03,3.0
DF Wall Plus – Droid Firewall,TOOLS,4.04,9,6.3,Free,0.0,Everyone,Tools,2017-08-20,3.0
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24.0,Free,0.0,Everyone,Events,2018-07-17,5.0
RandoChat - Chat roulette,DATING,3.6,11806,12.0,Free,0.0,Mature 17+,Dating,2018-06-26,3.0
DS-Students,FAMILY,4.8,5,8.4,Free,0.0,Everyone,Education,2018-07-03,4.1
Florida Lottery Results,NEWS_AND_MAGAZINES,4.1,763,2.2,Free,0.0,Everyone,News & Magazines,2015-12-18,2.3
Fayr - Co-Parenting Simplified,PRODUCTIVITY,3.5,16,21.0,Free,0.0,Everyone,Productivity,2018-07-20,5.0
Company Kitchen Inventory,BUSINESS,4.1,3,2.3,Free,0.0,Everyone,Business,2015-07-16,4.0
Bu Nedir ?,GAME,4.24,0,33.0,Free,0.0,Everyone,Trivia,2018-04-15,3.0
Girls Craft: Exploration,FAMILY,3.8,130689,57.0,Free,0.0,Everyone 10+,Simulation,2018-08-03,4.2
PIP-Camera FN Photo Effect,PHOTOGRAPHY,4.6,8,9.0,Free,0.0,Everyone,Photography,2016-12-04,2.3
Breastfeeding Tracker Baby Log,MEDICAL,4.17,6,23.0,Free,0.0,Everyone,Medical,2018-07-20,5.0
CP evolution calculator Pokemo,FAMILY,4.1,78,0.77,Free,0.0,Everyone,Educational,2017-02-26,4.1
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44.0,Free,0.0,Teen,Video Players & Editors,2018-07-31,3.0
Text SMS,COMMUNICATION,4.5,349384,8.2,Free,0.0,Everyone,Communication,2018-07-24,3.0
Itau bank,FINANCE,4.2,957973,40.0,Free,0.0,Everyone,Finance,2018-07-30,4.2
EO SouthAsia,BUSINESS,4.2,8,19.0,Free,0.0,Teen,Business,2018-04-25,4.1
BT Satmeter,TOOLS,4.04,0,2.4,Free,0.0,Everyone,Tools,2018-04-12,4.3
Advanced EX for KIA,TOOLS,3.3,257,0.16,Paid,4.99,Everyone,Tools,2015-03-14,1.6
Forgotten Hill: Surgery,GAME,4.5,2431,24.0,Free,0.0,Teen,Adventure,2017-11-03,3.0
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,7.6,Free,0.0,Everyone,Travel & Local,2017-08-29,3.0
BibApp TU BS,FAMILY,4.18,16,3.5,Free,0.0,Everyone,Education,2014-12-15,4.0
BC Hospital Wait Times,MEDICAL,4.2,8,1.2,Free,0.0,Everyone,Medical,2016-01-19,4.1
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4.4,1075277,47.0,Free,0.0,Mature 17+,Photography,2018-08-03,4.1
China Town Auto Theft 2,GAME,4.1,364,67.0,Free,0.0,Everyone 10+,Action,2018-05-23,3.0
Speedometer with G-FORCE meter,TOOLS,3.8,415,2.7,Free,0.0,Everyone,Tools,2017-06-01,2.3
Batmobile™ R/C Controller,FAMILY,3.7,452,30.0,Free,0.0,Everyone,Entertainment,2018-02-02,4.4
Real Football,SPORTS,4.1,585564,33.0,Free,0.0,Everyone,Sports,2018-06-01,3.0
DW Contacts Wear,TOOLS,4.2,37,2.2,Free,0.0,Everyone,Tools,2015-03-09,4.0
HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3,15.0,Free,0.0,Teen,Personalization,2016-10-01,2.3
signály.cz,SOCIAL,4.25,38,0.86,Free,0.0,Everyone,Social,2013-05-09,2.2
Kpop Music Quiz (K-pop Game),FAMILY,4.2,6418,59.0,Free,0.0,Everyone,Casual,2017-05-08,4.1
Bank of Brazil,FINANCE,4.5,1336246,39.0,Free,0.0,Everyone,Finance,2018-08-03,4.1
Ditto CP Calculator GO,TOOLS,4.3,34,12.0,Free,0.0,Everyone,Tools,2018-02-25,3.0
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5,Free,0.0,Everyone,Lifestyle,2018-04-26,4.0
go41cx,FAMILY,4.8,171,1.0,Paid,10.0,Everyone,Education,2016-10-18,2.2
The Maze Runner,GAME,4.0,428268,22.0,Free,0.0,Everyone,Action,2015-09-14,2.3
Adult Color By Number Book: Number Coloring Pages,FAMILY,4.2,2231,37.0,Free,0.0,Everyone,Entertainment,2018-07-23,4.4
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7,Free,0.0,Everyone,Personalization,2018-04-13,4.1
AQ Dentals,HEALTH_AND_FITNESS,4.24,0,12.0,Free,0.0,Everyone,Health & Fitness,2017-12-22,4.1
Learn R Programming Free EBook,FAMILY,4.18,1,5.7,Free,0.0,Everyone,Education,2018-03-23,4.0
Q Mobile Banking,FINANCE,4.7,460,12.0,Free,0.0,Everyone,Finance,2018-06-26,5.0
OWLIE BOO,FAMILY,4.6,834,22.0,Free,0.0,Everyone,Puzzle;Education,2018-03-15,4.0
FL Drone 2,PHOTOGRAPHY,3.3,41,7.8,Free,0.0,Everyone,Photography,2017-08-17,2.2
G-Playlists,TOOLS,1.8,53,3.4,Paid,1.49,Everyone,Tools,2018-05-19,3.0
ChefTap Recipes & Grocery List,FOOD_AND_DRINK,4.5,9066,15.0,Free,0.0,Everyone,Food & Drink,2018-04-25,5.1
My Little Pony: Harmony Quest,FAMILY,4.1,148405,26.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,4.1
Solar System AR ( ARCore ),FAMILY,4.0,211,37.0,Free,0.0,Everyone,Entertainment,2018-07-23,7.0
Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40.0,Free,0.0,Teen,Strategy,2014-11-15,2.3
DEER HUNTER CLASSIC,GAME,4.4,3941129,77.0,Free,0.0,Teen,Action,2018-07-16,3.0
FL Racing Manager 2015 Pro,SPORTS,4.4,656,22.0,Paid,0.99,Everyone,Sports,2016-03-12,3.0
"G Theme 2 for LG V30, LG G6",PERSONALIZATION,4.3,25,15.0,Paid,1.49,Everyone,Personalization,2017-12-13,7.0
Candy Smash,FAMILY,4.5,11436,15.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-17,3.0
HD Themes Toyota Cruiser70,PERSONALIZATION,4.33,0,15.0,Free,0.0,Teen,Personalization,2016-10-03,2.3
AK-47 sounds,FAMILY,3.9,7,3.8,Free,0.0,Everyone,Entertainment,2018-06-18,4.0
King of Math,FAMILY,4.4,766,14.0,Paid,2.99,Everyone,Education;Education,2018-05-22,2.2
Culver's,LIFESTYLE,3.9,1638,4.9,Free,0.0,Everyone,Lifestyle,2018-04-11,4.3
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58.0,Free,0.0,Everyone,Educational;Education,2018-07-13,4.4
Manga-FR - Anime Vostfr,COMICS,3.4,291,13.0,Free,0.0,Everyone,Comics,2017-05-15,4.0
Frequencies,TOOLS,4.2,11,3.1,Paid,0.99,Everyone,Tools,2018-02-04,3.0
KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34.0,Free,0.0,Teen,Adventure,2018-07-16,4.0
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,Free,0.0,Everyone,Maps & Navigation,2018-07-31,4.0
Lock Screen,TOOLS,4.0,41137,4.6,Free,0.0,Everyone,Tools,2017-11-15,3.2
I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,4.09,0,40.0,Paid,399.99,Everyone,Lifestyle,2017-12-01,4.1
FIFA 16 Soccer,SPORTS,4.1,820577,30.0,Free,0.0,Everyone,Sports,2017-01-25,4.4
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2.7,Free,0.0,Everyone,Video Players & Editors,2016-09-29,4.2
"SweetRing - Meet, Match, Date",DATING,4.0,51698,63.0,Free,0.0,Mature 17+,Dating,2018-07-26,3.0
HD Widgets,PERSONALIZATION,4.3,58617,26.0,Paid,0.99,Everyone,Personalization,2016-12-07,4.4
Dr. Driving,GAME,4.5,4972230,9.9,Free,0.0,Everyone,Racing,2018-03-02,3.0
Dr.Slender Ep 1 Guide (Eng),GAME,4.0,454,27.0,Free,0.0,Teen,Arcade,2014-12-02,2.3
Farming Simulator 16,FAMILY,4.2,32812,14.0,Paid,2.99,Everyone,Simulation;Education,2018-04-10,3.0
Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1,Free,0.0,Everyone,Libraries & Demo,2018-07-03,4.0
CP Clicker,LIFESTYLE,4.2,251,5.0,Free,0.0,Everyone,Lifestyle,2018-03-22,4.1
Arabic Chat - Chat,PARENTING,4.4,162,1.5,Free,0.0,Everyone,Parenting,2018-05-01,4.1
CW Deposit,BUSINESS,3.0,4,0.49,Free,0.0,Everyone,Business,2014-02-06,2.1
Deck Shop for Clash Royale,FAMILY,4.6,2167,13.0,Free,0.0,Everyone,Entertainment,2018-08-06,4.4
