App,Category,Rating,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,Free,0.0,Everyone,Tools,2018-04-26,4.1
Grim Tales: The Wishes CE,GAME,4.3,4923,20.0,Free,0.0,Everyone 10+,Adventure,2015-08-26,2.3
ricardo.ch,SHOPPING,4.0,13232,27.0,Free,0.0,Everyone,Shopping,2018-07-21,4.1
Disney Princess Palace Pets,FAMILY,3.9,60097,19.0,Free,0.0,Everyone,Entertainment;Pretend Play,2018-02-10,4.2
Zombie Catchers,GAME,4.7,990796,75.0,Free,0.0,Everyone,Action,2018-05-24,4.1
BD All Results,FAMILY,4.1,205,7.3,Free,0.0,Everyone,Education,2017-11-29,3.0
FH Wallet,FINANCE,4.12,0,9.9,Free,0.0,Everyone,Finance,2018-07-26,4.1
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,4.5,3116,22.0,Free,0.0,Everyone,Photography,2018-08-03,3.0
GRE Tutor,EDUCATION,4.0,275,2.3,Free,0.0,Everyone,Education,2013-12-02,2.1
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18.0,Free,0.0,Teen,News & Magazines,2018-07-28,4.0
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67.0,Free,0.0,Everyone,Health & Fitness,2018-07-11,5.0
My EZ-Link Mobile,LIFESTYLE,2.8,3187,11.0,Free,0.0,Everyone,Lifestyle,2017-01-27,4.0
Hangman,FAMILY,4.4,23302,12.0,Free,0.0,Everyone,Puzzle,2018-03-24,4.0
MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,758780,53.0,Free,0.0,Everyone,Photography,2018-08-03,3.0
senior easy phone,PERSONALIZATION,3.9,168,2.1,Free,0.0,Teen,Personalization,2015-03-27,2.3
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27.0,Free,0.0,Everyone,Entertainment,2018-07-31,4.0
CamScanner (License),PRODUCTIVITY,4.4,26358,0.05,Paid,1.99,Everyone,Productivity,2014-01-17,2.0
Hay Day,FAMILY,4.5,10053186,94.0,Free,0.0,Everyone,Casual,2018-06-28,3.0
Results for FL Lottery,NEWS_AND_MAGAZINES,4.6,146,7.1,Free,0.0,Everyone,News & Magazines,2017-02-28,4.1
DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4,Paid,0.99,Everyone,Personalization,2015-03-20,3.0
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49.0,Free,0.0,Everyone,Tools,2018-07-24,4.1
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0,Free,0.0,Everyone,Lifestyle,2016-11-03,2.3
BH - Fitness & Nutrition,HEALTH_AND_FITNESS,4.24,0,43.0,Free,0.0,Everyone,Health & Fitness,2018-07-04,4.1
Emergency Brain CT,MEDICAL,4.17,2,19.0,Paid,0.99,Everyone,Medical,2018-04-17,4.1
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4.0,146,3.0,Free,0.0,Everyone,News & Magazines,2016-07-16,2.3
NBC Sports,SPORTS,3.1,78442,25.0,Free,0.0,Everyone,Sports,2018-06-22,4.1
BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2.3,Free,0.0,Everyone,News & Magazines,2018-03-09,3.0
Klix.ba,NEWS_AND_MAGAZINES,4.0,3647,5.7,Free,0.0,Everyone,News & Magazines,2017-02-25,4.0
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47.0,Free,0.0,Everyone,Photography,2018-05-24,5.0
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,5.0,15,1.4,Free,0.0,Everyone,Libraries & Demo,2017-04-27,1.6
EO Global,BUSINESS,2.6,13,8.9,Free,0.0,Everyone,Business,2016-10-20,4.1
Jumia online shopping,SHOPPING,4.3,162655,8.1,Free,0.0,Teen,Shopping,2018-07-10,4.4
ZOMBIE RIPPER,GAME,3.7,16073,94.0,Free,0.0,Mature 17+,Action,2017-11-14,4.0
Quadratic Equation Solver with Steps and Graphs,FAMILY,4.7,513,9.8,Free,0.0,Everyone,Education,2017-12-14,4.0
Natural recipes for your beauty,BEAUTY,4.7,1150,9.8,Free,0.0,Everyone,Beauty,2018-05-15,4.1
Lego Ninjago Wallpaper,MEDICAL,4.17,2,15.0,Free,0.0,Everyone,Medical,2018-08-02,3.0
NSE Mobile Trading,FINANCE,4.1,13868,1.4,Free,0.0,Everyone,Finance,2017-08-03,2.1
dt.se,NEWS_AND_MAGAZINES,3.1,124,12.0,Free,0.0,Everyone,News & Magazines,2018-06-29,4.1
PTA Content Master,MEDICAL,4.2,64,41.0,Paid,29.99,Everyone,Medical,2015-12-22,2.2
Cooking in the Kitchen,FAMILY,4.1,217736,87.0,Free,0.0,Everyone,Casual;Pretend Play,2018-08-02,4.1
Free E B Garamond Cool Font,PERSONALIZATION,4.2,410,6.1,Free,0.0,Everyone,Personalization,2018-04-20,3.0
Renesas PMA,MEDICAL,4.17,0,6.6,Free,0.0,Everyone,Medical,2018-07-18,4.4
FIFA Soccer,SPORTS,4.2,3909032,51.0,Free,0.0,Everyone,Sports,2018-07-31,4.1
New York Mysteries (Full),GAME,4.5,514,5.9,Paid,6.99,Teen,Adventure,2018-06-04,4.0
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24.0,Free,0.0,Everyone,Photography,2017-06-23,4.0
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2,Free,0.0,Teen,Adventure,2014-05-24,2.2
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,154,58.0,Free,0.0,Teen,Educational,2018-06-13,3.0
ConnectLine,MEDICAL,3.1,253,4.2,Free,0.0,Everyone,Medical,2016-09-12,2.3
Ceasa CE,TOOLS,4.04,0,4.0,Free,0.0,Everyone,Tools,2018-06-13,4.0
CB Hair Png - New Hair Png For CB Editing,PHOTOGRAPHY,4.6,26,7.2,Free,0.0,Everyone,Photography,2018-07-29,4.0
A-Y Collection,SHOPPING,5.0,2,2.9,Free,0.0,Teen,Shopping,2018-02-16,4.1
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51.0,Free,0.0,Everyone,Health & Fitness,2018-07-25,4.4
BV Smart,BUSINESS,4.3,28,3.4,Free,0.0,Everyone,Business,2015-05-01,4.0
GEM™,TOOLS,4.3,6,33.0,Free,0.0,Everyone,Tools,2018-07-23,5.0
el,FAMILY,4.3,32405,47.0,Free,0.0,Everyone,Casual,2014-12-18,4.2
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-26,4.1
Resume Builder and CV maker app,PRODUCTIVITY,4.3,2303,15.0,Free,0.0,Everyone,Productivity,2018-08-02,3.0
my face,FINANCE,3.8,1054,9.7,Free,0.0,Everyone,Finance,2018-07-10,5.0
AC remote control mobile,TOOLS,3.9,3043,7.7,Free,0.0,Everyone,Tools,2017-06-02,3.0
BF games,FAMILY,4.1,262,29.0,Free,0.0,Everyone,Puzzle,2017-11-01,3.0
Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,5.5,Free,0.0,Everyone,Lifestyle,2016-06-03,4.1
The Great Wobo Escape Ep.1,FAMILY,4.3,11,20.0,Paid,1.99,Everyone 10+,Action;Action & Adventure,2016-05-03,4.1
Love Sticker,SOCIAL,4.6,33177,10.0,Free,0.0,Everyone,Social,2018-06-12,4.0
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7,Free,0.0,Everyone,Entertainment,2014-03-11,4.3
Pixxy KWGT,PERSONALIZATION,4.8,60,78.0,Paid,0.99,Everyone,Personalization,2018-07-29,5.0
ab,FAMILY,3.8,10,22.0,Free,0.0,Everyone,Casual,2016-10-27,4.0
Woody's Bar-B-Q,FOOD_AND_DRINK,3.7,3,27.0,Free,0.0,Everyone,Food & Drink,2018-03-05,4.1
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,67.0,Free,0.0,Everyone,Casual;Pretend Play,2017-03-17,3.0
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0,Free,0.0,Everyone,Video Players & Editors,2016-12-16,3.0
Z Origins - (Z The Game),FAMILY,4.6,4421,37.0,Paid,2.99,Teen,Strategy,2014-11-05,2.2
Best DP and Status,SOCIAL,4.2,93,5.6,Free,0.0,Teen,Social,2017-11-29,4.1
Cytus II,GAME,4.7,16851,81.0,Paid,1.99,Everyone 10+,Music,2018-08-03,4.4
AE Sudoku,FAMILY,4.3,2171,12.0,Free,0.0,Everyone,Puzzle,2015-07-29,2.2
Favorite children's songs,PARENTING,4.7,39,95.0,Free,0.0,Everyone,Parenting,2018-07-06,4.2
NY mobilbank DK - Danske Bank,FINANCE,2.8,851,30.0,Free,0.0,Everyone,Finance,2018-06-26,4.3
Happify,HEALTH_AND_FITNESS,3.7,1812,37.0,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.4
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4.1,64784,13.0,Free,0.0,Everyone,Food & Drink,2018-08-02,5.0
Adventure Xpress,FAMILY,4.2,24775,30.0,Free,0.0,Everyone 10+,Puzzle,2015-10-12,2.3
BI News,NEWS_AND_MAGAZINES,5.0,22,25.0,Free,0.0,Everyone,News & Magazines,2018-06-10,4.1
VitusVet: Pet Health Care App,MEDICAL,4.8,3052,12.0,Free,0.0,Everyone,Medical,2018-07-31,4.1
My Talking Angela,GAME,4.5,9883367,99.0,Free,0.0,Everyone,Casual,2018-07-03,4.1
DM Collection,SHOPPING,4.23,3,1.2,Free,0.0,Everyone,Shopping,2015-06-25,2.2
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14.0,Free,0.0,Mature 17+,Dating,2018-07-17,4.1
AH Lake Villa,MEDICAL,4.17,3,27.0,Free,0.0,Everyone,Medical,2017-04-22,3.0
CR Family,FAMILY,2.3,10,5.2,Free,0.0,Everyone,Education,2017-02-08,4.1
BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2,Free,0.0,Everyone,Arcade,2017-08-30,4.0
Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,7.3,Free,0.0,Everyone,Tools,2018-07-31,4.3
Wayfair - Shop All Things Home,SHOPPING,4.5,20247,47.0,Free,0.0,Everyone,Shopping,2018-08-03,4.1
Recipes for hair and face tried,HEALTH_AND_FITNESS,4.5,1203,6.5,Free,0.0,Everyone,Health & Fitness,2016-10-16,2.3
CF Calculator,LIFESTYLE,3.3,25,4.7,Free,0.0,Everyone,Lifestyle,2015-03-10,4.0
Wifi BT Scanner,FAMILY,5.0,2,1.2,Free,0.0,Everyone,Education,2016-11-03,3.0
City Builder 2016: County Mall,FAMILY,4.2,41693,74.0,Free,0.0,Everyone,Simulation,2018-06-04,4.0
BW-Joseki,GAME,4.7,705,1.8,Free,0.0,Everyone,Board,2015-07-28,3.0
High School Simulator 2017,FAMILY,4.2,123136,80.0,Free,0.0,Mature 17+,Simulation,2018-06-25,4.0
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,4.18,0,19.0,Free,0.0,Everyone,Productivity,2018-07-10,4.4
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,4.19,21,16.0,Paid,1.49,Everyone,Auto & Vehicles,2018-07-27,4.0
BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3,Free,0.0,Everyone,Books & Reference,2018-07-23,4.0
Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,Free,0.0,Everyone,Parenting;Music & Video,2018-06-15,3.0
Frequencies Free,TOOLS,3.5,382,3.1,Free,0.0,Everyone,Tools,2018-02-04,3.0
Dragon B.Z Wallpapers,PERSONALIZATION,4.33,0,3.8,Free,0.0,Everyone,Personalization,2018-05-06,3.0
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5,Free,0.0,Mature 17+,Dating,2018-07-06,3.0
Little Magnet BT Pro,TOOLS,4.6,251,3.8,Paid,0.99,Everyone,Tools,2018-08-05,4.2
Screen Lock - with Fingerprint Simulator,TOOLS,3.7,338449,2.8,Free,0.0,Everyone,Tools,2018-06-19,2.3
AP Government Review,FAMILY,4.7,3,1.5,Paid,2.99,Everyone,Education,2017-03-14,3.0
L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99.0,Free,0.0,Mature 17+,Racing,2017-03-30,2.3
BN Bank Mobilbank,FINANCE,3.1,72,2.4,Free,0.0,Everyone,Finance,2018-02-13,4.0
EB-Chat – For my Events,EVENTS,4.44,2,21.0,Free,0.0,Teen,Events,2017-11-16,3.0
FJ WiFi HDD,TOOLS,4.04,40,2.4,Free,0.0,Everyone,Tools,2017-10-31,2.1
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,Paid,7.99,Mature 17+,Dating,2017-01-21,4.0
CX North America,BUSINESS,3.9,10,55.0,Free,0.0,Everyone,Business,2018-03-14,4.0
Whoowasit? - Best kids game!,FAMILY,4.0,248,26.0,Paid,2.99,Everyone,Board;Action & Adventure,2018-07-24,4.1
Dr. D.K. Olukoya Sermons,LIFESTYLE,4.09,1,3.0,Free,0.0,Everyone,Lifestyle,2017-09-26,4.0
Learn English with El Chavo.,FAMILY,4.2,6133,7.0,Free,0.0,Everyone,Education,2015-10-01,2.3
PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723,14.0,Free,0.0,Everyone,Entertainment,2018-06-04,3.0
BP Fitness Lead Scanner,EVENTS,4.44,0,6.7,Paid,109.99,Everyone,Events,2017-08-23,4.1
Florida Wildflowers,FAMILY,5.0,5,69.0,Free,0.0,Everyone,Education,2017-07-10,4.1
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44.0,Free,0.0,Everyone,Photography,2018-07-14,3.0
Deck Builder & Analyzer for CR,FAMILY,3.1,52,9.8,Free,0.0,Everyone,Entertainment,2017-05-04,3.0
I am rich (Most expensive app),FINANCE,4.1,129,2.7,Paid,399.99,Teen,Finance,2017-12-06,3.0
Pixel Art: Color by Number Game,GAME,4.7,1125566,25.0,Free,0.0,Everyone,Puzzle,2018-07-17,4.3
Dx Ludo,FAMILY,3.6,215,2.6,Free,0.0,Everyone,Puzzle,2011-04-18,2.1
Millionaire : Who want to be?,GAME,4.4,4396,40.0,Free,0.0,Everyone,Trivia,2017-04-12,2.3
Michael's AG Sound Board,FAMILY,4.18,0,1.7,Paid,0.99,Everyone,Entertainment,2017-12-12,1.6
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,Free,0.0,Everyone,Communication,2018-07-19,5.0
Little Magnet BT,TOOLS,4.6,3703,3.8,Free,0.0,Everyone,Tools,2018-08-05,4.2
POCKET ATLAS OF CT HEAD,MEDICAL,4.3,22,18.0,Free,0.0,Everyone,Medical,2018-03-16,3.0
N-Com Wizard,COMMUNICATION,3.3,960,3.8,Free,0.0,Everyone,Communication,2017-09-21,2.3
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,Free,0.0,Everyone,Books & Reference,2018-07-19,4.2
Analog BW - Camera filter effect foto film retouch,PHOTOGRAPHY,4.16,2,17.0,Free,0.0,Everyone,Photography,2018-05-23,4.4
Ovia Parenting & Baby Development Tracker,MEDICAL,4.7,6185,38.0,Free,0.0,Everyone,Medical,2018-08-03,4.3
Funny Ringtones,PERSONALIZATION,4.4,7146,14.0,Free,0.0,Everyone 10+,Personalization,2018-02-02,4.0
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,Free,0.0,Everyone,Tools,2018-07-09,3.0
Interracial Match Dating App,DATING,3.6,143,27.0,Free,0.0,Mature 17+,Dating,2018-07-23,4.1
LINE Launcher,PERSONALIZATION,4.4,733838,21.0,Free,0.0,Everyone,Personalization,2018-06-29,3.0
CD Music,LIBRARIES_AND_DEMO,4.18,1,2.3,Free,0.0,Everyone,Libraries & Demo,2018-03-30,4.4
Vote for,VIDEO_PLAYERS,4.2,193381,17.0,Free,0.0,Teen,Video Players & Editors,2018-08-03,3.0
RollerCoaster Tycoon® Classic,GAME,4.6,10795,69.0,Paid,5.99,Everyone,Simulation,2017-12-21,3.0
Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,4.9,38098,11.0,Free,0.0,Everyone,Health & Fitness,2018-06-21,4.2
trip.bg,TRAVEL_AND_LOCAL,4.5,103,9.8,Free,0.0,Everyone,Travel & Local,2018-07-30,3.0
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,4.18,1,83.0,Paid,2.49,Everyone,Role Playing;Education,2018-03-05,4.1
Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852,34.0,Free,0.0,Everyone,Medical,2013-10-22,2.2
DM Screen,BOOKS_AND_REFERENCE,4.4,283,5.4,Free,0.0,Everyone 10+,Books & Reference,2018-01-12,4.0
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,3.7,23,16.0,Free,0.0,Everyone,Social,2018-04-26,4.1
Weather Live Pro,WEATHER,4.8,17493,11.0,Paid,4.49,Everyone,Weather,2018-04-20,4.4
Car Driving Simulator Drift,GAME,4.4,19816,57.0,Free,0.0,Everyone,Racing,2017-11-03,4.4
Be My Princess 2,FAMILY,4.3,2806,27.0,Free,0.0,Teen,Entertainment,2018-03-20,2.3
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20.0,Free,0.0,Mature 17+,Dating,2018-06-19,4.2
Read books online,BOOKS_AND_REFERENCE,4.1,91615,23.0,Free,0.0,Mature 17+,Books & Reference,2018-06-29,4.1
Draw a Stickman: EPIC Free,GAME,4.2,210317,46.0,Free,0.0,Everyone 10+,Adventure,2015-04-10,2.3
Hidden Camera Detector,TOOLS,3.9,167,2.5,Free,0.0,Everyone,Tools,2017-11-08,3.0
BH Connect,SOCIAL,4.25,0,32.0,Free,0.0,Teen,Social,2018-03-22,3.0
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25.0,Paid,24.99,Everyone,Medical,2017-08-11,4.4
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,Free,0.0,Teen,Social,2018-05-31,3.0
FK Viktoria Žižkov,SPORTS,4.22,0,26.0,Free,0.0,Everyone,Sports,2018-02-27,4.1
CG Patwari Exam,FAMILY,3.8,28,4.1,Free,0.0,Teen,Education,2017-10-23,2.3
Tips Microsoft Dynamics Ax,PRODUCTIVITY,4.18,1,2.3,Free,0.0,Everyone,Productivity,2017-07-08,4.1
BS TRACK CLIENT,TOOLS,4.04,0,0.19,Free,0.0,Everyone,Tools,2017-08-13,1.5
LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,2016-05-09,3.0
m-Faisaa,FINANCE,4.0,142,6.2,Free,0.0,Everyone,Finance,2018-07-13,3.0
NativeScript Developer Day EU,BUSINESS,4.1,2,12.0,Free,0.0,Everyone,Business,2017-09-23,4.2
GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,4.34,1,34.0,Free,0.0,Everyone,Books & Reference,2018-07-24,4.1
G-Switch 3,GAME,4.6,3656,39.0,Free,0.0,Everyone,Action,2018-03-15,3.0
Lep's World 2 🍀🍀,GAME,4.3,798522,57.0,Free,0.0,Everyone 10+,Arcade,2018-06-07,4.1
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,Free,0.0,Mature 17+,Communication,2018-07-13,5.0
Office Bike Racing Simulator,FAMILY,3.8,21149,30.0,Free,0.0,Everyone,Simulation,2015-10-09,2.3
Access Point Proximity,TOOLS,4.04,5,2.3,Free,0.0,Everyone,Tools,2018-06-28,5.0
Discover Color,BEAUTY,4.0,364,6.4,Free,0.0,Everyone,Beauty,2018-05-24,3.0
Learn English Daily,FAMILY,4.5,7881,53.0,Free,0.0,Everyone,Education,2018-05-06,4.0
Counter Online FPS Game,GAME,4.2,41089,42.0,Free,0.0,Teen,Action,2018-07-25,4.1
Prosperity,EVENTS,5.0,16,2.3,Free,0.0,Everyone,Events,2018-07-09,2.0
All Events in City,EVENTS,4.0,3782,9.5,Free,0.0,Everyone,Events,2018-06-12,3.0
D.C. Driving/Walking Tours,TRAVEL_AND_LOCAL,4.07,0,32.0,Paid,4.99,Everyone,Travel & Local,2018-07-27,4.4
Turnotronik CL,TOOLS,4.04,1,3.3,Free,0.0,Everyone,Tools,2018-05-24,3.0
BZ Vesper-App,TRAVEL_AND_LOCAL,4.1,60,13.0,Free,0.0,Everyone,Travel & Local,2015-08-06,2.3
AC Remote for Daikin - NOW FREE,TOOLS,3.5,383,26.0,Free,0.0,Everyone,Tools,2018-07-30,4.2
MI-BP,HEALTH_AND_FITNESS,5.0,1,12.0,Free,0.0,Everyone,Health & Fitness,2018-04-09,5.0
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18.0,Free,0.0,Everyone,Maps & Navigation,2018-07-09,4.0
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9,Free,0.0,Everyone,Tools,2018-05-07,4.0
EP Horlogerie,LIFESTYLE,4.9,18,24.0,Free,0.0,Everyone,Lifestyle,2018-03-28,3.0
Mindvalley U Tallinn 2018,EVENTS,5.0,1,21.0,Free,0.0,Everyone,Events,2018-07-03,4.4
FG Rockstar,FAMILY,4.18,1,30.0,Free,0.0,Everyone,Education,2018-08-02,4.1
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49.0,Free,0.0,Mature 17+,Action,2018-06-22,4.4
DM AirDisk HDD,TOOLS,4.04,4,33.0,Free,0.0,Everyone,Tools,2018-07-28,3.0
